exit_date,cumulative_pnl
2023-08-16,-5000.0
2023-08-17,-12810.0
2023-08-18,-13890.0
2023-08-21,-16670.0
2023-08-23,-15550.0
2023-08-24,-33620.0
2023-08-25,-36390.0
2023-08-28,-51810.0
2023-08-29,-73450.0
2023-08-31,-78450.0
2023-09-01,-78450.0
2023-09-04,-83450.0
2023-09-05,-100000.0
2023-09-06,-116280.0
2023-09-07,-108440.0
2023-09-08,-112460.0
2023-09-11,-111200.0
2023-09-12,-153890.0
2023-09-13,-26320.0
2023-09-14,-25060.0
2023-09-15,-23130.0
2023-09-18,-15420.0
2023-09-20,-31380.0
2023-09-21,9980.0
2023-09-22,41470.0
2023-09-25,40360.0
2023-09-27,32260.0
2023-09-28,25650.0
2023-09-29,25920.0
2023-10-03,20760.0
2023-10-04,31730.0
2023-10-05,31730.0
2023-10-06,37830.0
2023-10-09,37490.0
2023-10-10,79540.0
2023-10-11,82240.0
2023-10-12,80160.0
2023-10-13,79320.0
2023-10-16,76100.0
2023-10-18,71100.0
2023-10-19,72190.0
2023-10-20,53680.0
2023-10-23,8170.0
2023-10-25,14890.0
2023-10-26,-30.0
2023-10-27,-1390.0000000000005
2023-10-30,-1720.0000000000005
2023-10-31,-6020.0
2023-11-01,-11650.0
2023-11-02,-9370.0
2023-11-03,-12380.0
2023-11-06,-29760.0
2023-11-07,-32320.0
2023-11-08,-15860.0
2023-11-09,2440.0
2023-11-10,-900.0
2023-11-15,-5900.0
2023-11-16,-5900.0
2023-11-17,-30810.0
2023-11-20,-29890.0
2023-11-21,-29890.0
2023-11-22,2560.0
2023-11-23,-4700.0
2023-11-24,-1090.0
2023-11-28,1469.999999999999
2023-11-29,-8530.0
2023-11-30,8690.0
2023-12-01,21630.0
2023-12-04,28920.0
2023-12-05,23920.0
2023-12-06,25610.0
2023-12-07,25670.0
2023-12-08,29510.0
2023-12-11,60690.0
2023-12-12,76290.0
2023-12-13,139400.0
2023-12-14,151940.0
2023-12-15,146940.0
2023-12-18,161330.0
2023-12-19,150890.0
2023-12-20,59750.0
2023-12-21,131620.0
2023-12-22,133330.0
2023-12-26,124550.0
2023-12-27,121690.0
2023-12-28,131960.0
2023-12-29,131520.0
2024-01-02,133610.0
2024-01-03,127910.0
2024-01-04,199330.0
2024-01-05,199330.0
2024-01-08,200280.0
2024-01-09,198330.0
2024-01-10,191830.0
2024-01-11,196180.0
2024-01-12,186180.0
2024-01-15,185740.0
2024-01-16,175270.0
2024-01-17,168730.0
2024-01-18,169390.0
2024-01-19,168210.0
