exit_date,cumulative_pnl
2023-08-17,-7160.0
2023-08-18,-8640.0
2023-08-21,-12220.0
2023-08-22,-13670.0
2023-08-23,-12950.0
2023-08-24,-25230.0
2023-08-25,-50300.0
2023-08-28,-54970.0
2023-08-29,-67910.0
2023-08-30,-84310.0
2023-09-01,-86280.0
2023-09-05,-86870.0
2023-09-06,-86690.0
2023-09-07,-82340.0
2023-09-08,-93530.0
2023-09-11,-103140.0
2023-09-12,-250040.0
2023-09-13,-128220.0
2023-09-14,-128560.0
2023-09-15,-129340.0
2023-09-18,-128300.0
2023-09-20,-133820.0
2023-09-21,-89110.0
2023-09-22,-74420.0
2023-09-26,-76460.0
2023-09-27,-86700.0
2023-09-28,-88710.0
2023-09-29,-93050.0
2023-10-03,-106840.0
2023-10-04,-86290.0
2023-10-05,-69090.0
2023-10-06,-63390.0
2023-10-09,-59520.0
2023-10-10,-12520.0
2023-10-11,-10620.0
2023-10-12,-14300.0
2023-10-13,-15540.0
2023-10-16,-19960.0
2023-10-17,-24430.0
2023-10-18,-25780.0
2023-10-19,-28320.0
2023-10-20,-32630.0
2023-10-23,-104820.0
2023-10-25,-101830.00000000001
2023-10-26,-110000.00000000001
2023-10-27,-111560.00000000001
2023-10-30,-112310.00000000001
2023-10-31,-117100.00000000001
2023-11-01,-122530.00000000001
2023-11-02,-127140.00000000001
2023-11-03,-130950.00000000001
2023-11-06,-143840.0
2023-11-07,-149150.0
2023-11-08,-133490.0
2023-11-09,-110900.0
2023-11-10,-115150.0
2023-11-13,-119820.0
2023-11-17,-124010.0
2023-11-20,-134860.0
2023-11-22,-105190.0
2023-11-23,-122500.0
2023-11-24,-119290.0
2023-11-28,-112930.0
2023-11-30,-95180.0
2023-12-01,-86860.0
2023-12-04,-79970.0
2023-12-05,-69640.0
2023-12-06,-69480.0
2023-12-07,-62200.0
2023-12-08,-49530.0
2023-12-11,-17470.000000000004
2023-12-12,599.9999999999964
2023-12-13,50230.0
2023-12-14,51560.0
2023-12-15,41170.0
2023-12-18,57520.0
2023-12-19,51510.0
2023-12-20,-58920.0
2023-12-21,6230.000000000007
2023-12-22,7140.000000000007
2023-12-26,7960.000000000007
2023-12-27,7780.000000000007
2023-12-28,21750.000000000007
2023-12-29,7240.0000000000055
2024-01-02,14040.000000000005
2024-01-03,11230.000000000007
2024-01-04,97360.0
2024-01-05,92170.0
2024-01-08,84960.0
2024-01-09,80920.0
2024-01-10,81880.0
2024-01-11,85830.0
2024-01-15,83840.0
2024-01-16,85150.0
2024-01-17,46389.99999999999
2024-01-18,46119.99999999999
2024-01-19,34569.99999999999
2024-01-23,18979.999999999993
2024-01-24,48379.99999999999
2024-01-29,64199.99999999999
2024-01-30,59009.99999999999
2024-01-31,89850.0
2024-02-01,89040.0
2024-02-02,109870.0
2024-02-05,105600.0
2024-02-06,106060.0
2024-02-07,86710.0
2024-02-08,106440.0
2024-02-09,69050.0
2024-02-12,109550.0
2024-02-13,141820.0
2024-02-14,131170.0
2024-02-15,132380.0
2024-02-16,131650.0
2024-02-19,129790.0
2024-02-20,123520.0
2024-02-21,116410.0
2024-02-22,99610.0
2024-02-23,96630.0
2024-02-26,132700.0
2024-02-27,121780.0
2024-02-28,125380.0
2024-02-29,96510.0
2024-03-01,121680.0
2024-03-04,116550.0
2024-03-05,107370.0
2024-03-06,74390.0
2024-03-07,58850.0
2024-03-11,50770.0
2024-03-12,117200.00000000001
2024-03-13,1900.000000000029
2024-03-14,-24029.99999999997
2024-03-15,-25599.99999999997
2024-03-18,-30179.99999999997
2024-03-19,-40939.99999999997
2024-03-20,-64089.99999999997
2024-03-21,-71489.99999999997
2024-03-22,-71949.99999999997
2024-03-28,-73429.99999999997
2024-04-03,-69099.99999999997
2024-04-05,-50369.99999999997
2024-04-08,-50959.99999999997
2024-04-09,-45539.99999999997
2024-04-10,-17639.99999999997
2024-04-12,-1359.999999999971
2024-04-15,-30639.99999999997
