exit_date,cumulative_pnl
2023-08-16,-5000.0
2023-08-17,-10000.0
2023-08-18,-10000.0
2023-08-21,-10000.0
2023-08-24,-20280.0
2023-08-25,-25280.0
2023-08-28,-37630.0
2023-08-29,-57630.0
2023-08-30,-62630.0
2023-08-31,-67630.0
2023-09-01,-67630.0
2023-09-04,-72630.0
2023-09-05,-92630.0
2023-09-06,-107630.0
2023-09-07,-117630.0
2023-09-08,-122630.0
2023-09-11,-122630.0
2023-09-12,-177630.0
2023-09-13,-182630.0
2023-09-14,-184760.0
2023-09-18,-199760.0
2023-09-20,-221000.0
2023-09-21,-246050.0
2023-09-22,-249360.0
2023-09-25,-255930.0
2023-09-26,-255930.0
2023-09-27,-260930.0
2023-09-28,-265930.0
2023-09-29,-266820.0
2023-10-03,-274950.0
2023-10-04,-289950.0
2023-10-05,-289950.0
2023-10-06,-294950.0
2023-10-09,-314950.0
2023-10-10,-319340.0
2023-10-11,-318010.0
2023-10-16,-331810.0
2023-10-17,-331120.0
2023-10-18,-341120.0
2023-10-19,-341870.0
2023-10-20,-361870.0
2023-10-23,-412380.0
2023-10-25,-412070.0
2023-10-26,-417300.0
2023-10-27,-417560.0
2023-10-30,-405050.0
2023-10-31,-406550.0
2023-11-01,-417710.0
2023-11-02,-416190.0
2023-11-03,-409340.0
2023-11-06,-425940.0
2023-11-07,-425940.0
2023-11-08,-425940.0
2023-11-09,-441430.0
2023-11-10,-451430.0
2023-11-13,-430190.0
2023-11-15,-411740.0
2023-11-16,-398720.0
2023-11-17,-423720.0
2023-11-20,-431080.0
2023-11-21,-431080.0
2023-11-22,-456080.0
2023-11-23,-471080.0
2023-11-28,-481080.0
2023-11-29,-486080.0
2023-11-30,-491080.0
2023-12-01,-491080.0
2023-12-05,-496080.0
2023-12-06,-508580.0
2023-12-07,-513580.0
2023-12-08,-524480.0
2023-12-11,-529600.0
2023-12-12,-529600.0
2023-12-13,-505050.0
2023-12-14,-505050.0
2023-12-15,-510050.0
2023-12-18,-523490.0
2023-12-19,-533490.0
2023-12-20,-613490.0
2023-12-21,-599570.0
2023-12-22,-599720.0
2023-12-26,-609720.0
2023-12-27,-558050.0
2023-12-28,-558050.0
2024-01-01,-558050.0
2024-01-02,-560810.0
2024-01-03,-564900.0
2024-01-04,-569900.0
2024-01-05,-569900.0
2024-01-08,-571010.0
2024-01-09,-567980.0
2024-01-10,-577980.0
2024-01-11,-562290.0
2024-01-12,-554370.0
2024-01-15,-559370.0
2024-01-16,-512840.0
2024-01-17,-535180.0
2024-01-18,-545250.0
2024-01-19,-520390.0
2024-01-23,-555390.0
2024-01-24,-513540.0
2024-01-25,-518540.0
2024-01-29,-533540.0
2024-01-30,-533540.0
2024-01-31,-543540.0
2024-02-01,-515820.0
2024-02-02,-515820.0
2024-02-05,-513450.0
2024-02-06,-519400.0
2024-02-07,-529400.0
2024-02-08,-534560.0
2024-02-09,-571250.0
2024-02-12,-593290.0
2024-02-13,-331260.0
2024-02-14,-316000.0
2024-02-15,-310350.0
2024-02-16,-307050.0
2024-02-19,-275730.0
2024-02-20,-290730.0
2024-02-21,-319820.0
2024-02-22,-337440.0
2024-02-23,-336700.0
2024-02-26,-341700.0
2024-02-27,-361850.0
2024-02-28,-403740.0
2024-02-29,-84370.0
2024-03-01,-96180.0
2024-03-04,-99900.0
2024-03-05,-110430.0
2024-03-06,-141570.0
2024-03-07,-125920.0
2024-03-11,-159090.0
2024-03-12,-131590.0
2024-03-13,221030.0
2024-03-14,555830.0
2024-03-15,550790.0
2024-03-18,570640.0
2024-03-19,550090.0
2024-03-20,536200.0
2024-03-21,553730.0
2024-03-22,612820.0
2024-03-26,608950.0
2024-03-27,598360.0
2024-03-28,599890.0
2024-04-01,600960.0
2024-04-02,600960.0
2024-04-03,615230.0
2024-04-04,620860.0
2024-04-05,620860.0
2024-04-09,618870.0
2024-04-10,603870.0
2024-04-12,596510.0
2024-04-15,506090.0
2024-04-16,514930.0
2024-04-18,505770.0
2024-04-19,482580.0
2024-04-22,517690.0
2024-04-24,497690.0
2024-04-25,496750.0
2024-04-26,496750.0
2024-04-29,491750.0
2024-04-30,482950.0
2024-05-02,467950.0
2024-05-03,453650.0
2024-05-06,418650.0
2024-05-07,391960.0
2024-05-08,412230.0
2024-05-09,433570.0
2024-05-10,427760.0
2024-05-13,410970.0
2024-05-14,421700.0
2024-05-15,416700.0
2024-05-16,418610.0
2024-05-21,403610.0
2024-05-22,388610.0
2024-05-23,388610.0
2024-05-24,383610.0
2024-05-27,351710.0
2024-05-28,331810.0
2024-05-29,460660.0
2024-05-30,526120.0
2024-05-31,519290.0
2024-06-03,513920.0
2024-06-04,418800.0
2024-06-05,482880.0
2024-06-06,491080.0
2024-06-07,487420.0
2024-06-10,486340.0
2024-06-11,485920.0
2024-06-13,466580.0
2024-06-14,464930.0
2024-06-18,454930.0
2024-06-19,444930.0
2024-06-20,434930.0
2024-06-21,404930.0
2024-06-24,404160.0
2024-06-25,402960.0
2024-06-26,387960.0
2024-06-27,367710.0
2024-07-01,362710.0
2024-07-02,352710.0
2024-07-03,347710.0
2024-07-04,332710.0
2024-07-05,327710.0
2024-07-08,317710.0
2024-07-09,308150.0
2024-07-10,247760.0
2024-07-12,234220.0
2024-07-15,226670.0
2024-07-16,231480.0
2024-07-18,201210.0
2024-07-19,180790.0
2024-07-22,335430.0
2024-07-23,306600.0
2024-07-24,321720.0
2024-07-25,365600.0
2024-07-26,360600.0
2024-07-29,360600.0
2024-07-30,352150.0
2024-07-31,346800.0
2024-08-01,352500.0
2024-08-02,305570.0
2024-08-05,219760.0
2024-08-06,329250.0
2024-08-07,480550.0
2024-08-08,469010.0
2024-08-09,480160.0
2024-08-12,472350.0
2024-08-13,516220.0
2024-08-14,491810.0
2024-08-16,486210.0
2024-08-19,481400.0
2024-08-21,553360.0
2024-08-22,543080.0
2024-08-26,533080.0
2024-08-27,527450.0
2024-08-28,522450.0
2024-08-29,498590.0
2024-08-30,492430.0
2024-09-02,479170.0
2024-09-03,558950.0
2024-09-04,553340.0
2024-09-05,553340.0
2024-09-06,518080.0
2024-09-09,592970.0
2024-09-10,587970.0
2024-09-11,577970.0
2024-09-12,585990.0
2024-09-13,582660.0
2024-09-16,564650.0
2024-09-17,654590.0
2024-09-18,642480.0
2024-09-19,609660.0
2024-09-20,631130.0
2024-09-23,626130.0
2024-09-24,619250.0
2024-09-25,614250.0
2024-09-26,608590.0
2024-09-27,590180.0
2024-09-30,583190.0
2024-10-01,576950.0
2024-10-03,552970.0
2024-10-04,530660.0
2024-10-07,485660.0
2024-10-08,772380.0
2024-10-09,774150.0
2024-10-10,766410.0
2024-10-11,759450.0
2024-10-14,752850.0
2024-10-15,740240.0
2024-10-16,730240.0
2024-10-17,705960.0
2024-10-18,667910.0
2024-10-21,630990.0
2024-10-22,657000.0
2024-10-23,770900.0
2024-10-24,782830.0
2024-10-25,796690.0
2024-10-28,1015160.0
2024-10-29,1012900.0
2024-10-30,1012810.0
2024-10-31,1004220.0
2024-11-01,1008820.0
2024-11-04,1007320.0
2024-11-05,994900.0
2024-11-06,1002630.0
2024-11-07,1002460.0
2024-11-08,1030420.0
2024-11-11,998090.0
2024-11-12,985690.0
2024-11-13,974860.0
2024-11-14,1028560.0
2024-11-18,1017700.0
2024-11-19,1008580.0
2024-11-21,998000.0
2024-11-22,984200.0
2024-11-25,987660.0
2024-11-26,973410.0
2024-11-27,958140.0
2024-11-28,960240.0
2024-11-29,958870.0
2024-12-02,956840.0
2024-12-03,956620.0
2024-12-04,955760.0
2024-12-05,954780.0
2024-12-06,950400.0
2024-12-09,945400.0
2024-12-10,968360.0
2024-12-11,1029120.0
2024-12-12,1010420.0
2024-12-13,984050.0
2024-12-16,974050.0
2024-12-17,974050.0
2024-12-18,962520.0
2024-12-19,914410.0
2024-12-20,896690.0
2024-12-23,892450.0
2024-12-24,936000.0
2024-12-26,937780.0
2024-12-27,954970.0
2024-12-30,929920.0
2024-12-31,919040.0
2025-01-01,915090.0
2025-01-02,919450.0
2025-01-06,872410.0
2025-01-07,879010.0
2025-01-08,862560.0
2025-01-09,825680.0
2025-01-10,845980.0
2025-01-13,1111140.0
2025-01-14,1196320.0
2025-01-15,1189870.0
2025-01-16,1193000.0
2025-01-17,1182290.0
2025-01-20,1176490.0
2025-01-21,1160590.0
2025-01-22,1145760.0
2025-01-23,1162160.0
2025-01-24,1156410.0
2025-01-27,1123640.0
2025-01-28,1080910.0
2025-01-29,1075910.0
2025-01-30,1095310.0
2025-01-31,1087150.0
2025-02-01,1088920.0
2025-02-03,1068830.0
2025-02-04,1060650.0
2025-02-05,1055590.0
2025-02-06,1059250.0
2025-02-07,1055820.0
2025-02-10,1035420.0
2025-02-11,979150.0
2025-02-12,945980.0
2025-02-13,949490.0
2025-02-14,906720.0
2025-02-17,895060.0
2025-02-18,873990.0
2025-02-19,861270.0
2025-02-20,866520.0
2025-02-21,869600.0
2025-02-24,859900.0
2025-02-25,859030.0
2025-02-27,836820.0
2025-02-28,811020.0
2025-03-03,786710.0
2025-03-04,784550.0
2025-03-05,788580.0
2025-03-06,843060.0
2025-03-07,842830.0
2025-03-10,832130.0
2025-03-11,800780.0
2025-03-12,799950.0
2025-03-13,784380.0
2025-03-17,778690.0
2025-03-18,773520.0
2025-03-19,790720.0
2025-03-20,786920.0
2025-03-21,782220.0
2025-03-24,781040.0
2025-03-25,769210.0
2025-03-26,740100.0
2025-03-27,721370.0
2025-03-28,714250.0
2025-04-01,688010.0
2025-04-02,663610.0
2025-04-03,657400.0
2025-04-04,607250.0
2025-04-07,427770.0
2025-04-08,454960.0
2025-04-09,448890.0
2025-04-11,446160.0
2025-04-15,449650.0
2025-04-16,450580.0
2025-04-17,460520.0
2025-04-21,458290.0
2025-04-22,458290.0
2025-04-23,448260.0
2025-04-24,437860.0
2025-04-25,382070.0
2025-04-28,375000.0
2025-04-29,370620.0
2025-04-30,346040.0
2025-05-02,329560.0
2025-05-05,319830.0
2025-05-06,247180.0
2025-05-07,238550.0
2025-05-08,227320.0
2025-05-09,158270.0
2025-05-12,168070.0
2025-05-13,165160.0
2025-05-14,159800.0
2025-05-16,159800.0
2025-05-19,151660.0
2025-05-20,141140.0
2025-05-21,141380.0
2025-05-22,136380.0
2025-05-23,131380.0
2025-05-26,127690.0
2025-05-27,118230.0
2025-05-28,114270.0
2025-05-29,122970.0
2025-05-30,107970.0
2025-06-02,88650.0
2025-06-03,67960.0
2025-06-04,65630.0
2025-06-05,63310.0
2025-06-06,58310.0
2025-06-09,58410.0
2025-06-10,58410.0
2025-06-11,61410.0
2025-06-12,62820.0
2025-06-13,-22080.0
2025-06-16,-30420.0
2025-06-17,-45420.0
2025-06-18,-56240.0
2025-06-19,-89270.0
2025-06-20,-83330.0
2025-06-23,-63810.0
2025-06-24,-42140.0
2025-06-25,-42520.0
2025-06-26,-54160.0
2025-06-30,-45050.0
