ticker,signal_date,entry_date,exit_date,entry,exit,reason,bars,init_stop_pct,ret_pct,net_pct,mfe_pct,mae_pct,reached_be
AARTIPHARM,2025-10-08,2025-10-09,2025-10-10,836.03,832.98,ema,1,-6.02,-0.36,-0.76,2.06,-0.83,False
AARTIPHARM,2025-11-03,2025-11-04,2025-11-06,860.13,854.99,ema,1,-5.15,-0.6,-1.0,0.0,-2.45,False
ABB,2024-05-02,2024-05-03,2024-07-19,6543.28,7703.89,ema,52,-5.18,17.74,17.34,36.37,-1.07,False
ABB,2024-10-16,2024-10-17,2024-10-21,8568.79,8096.02,stop,2,-5.52,-5.52,-5.92,0.85,-4.05,False
ABB,2024-10-22,2024-10-23,2024-10-24,7958.52,7592.29,ema,1,-6.79,-4.6,-5.0,0.61,-6.5,False
ABB,2026-02-06,2026-02-09,2026-05-12,5753.46,6286.0,ema,60,-6.23,9.26,8.86,33.83,-2.57,False
ABBOTINDIA,2025-04-29,2025-04-30,2025-05-29,28911.38,29027.03,ema,20,-5.3,0.4,-0.0,5.3,-1.48,False
ABBOTINDIA,2025-06-27,2025-06-30,2025-08-06,33676.94,31799.79,stop,27,-5.57,-5.57,-5.97,2.89,-5.51,False
ABCAPITAL,2025-05-14,2025-05-15,2025-07-31,218.0,246.8,ema,55,-7.44,13.21,12.81,29.66,-2.46,False
ABREL,2023-12-04,2023-12-05,2023-12-14,1315.5,1240.73,stop,7,-5.68,-5.68,-6.08,3.11,-4.12,False
ABREL,2024-01-08,2024-01-09,2024-01-17,1511.43,1387.26,stop,6,-8.22,-8.22,-8.62,5.27,-6.26,False
ABREL,2024-02-02,2024-02-05,2024-02-07,1579.2,1444.18,stop,2,-8.55,-8.55,-8.95,0.0,-7.36,False
ABREL,2024-08-22,2024-08-23,2024-10-28,2338.72,2633.24,ema,45,-8.01,12.59,12.19,33.91,-2.68,False
ABSLAMC,2024-08-20,2024-08-21,2024-08-29,725.3,677.05,stop,6,-6.65,-6.65,-7.05,1.45,-5.64,False
ABSLAMC,2024-08-30,2024-09-02,2024-10-07,721.5,673.17,stop,24,-6.7,-6.7,-7.1,1.97,-6.35,False
ABSLAMC,2024-10-25,2024-10-28,2024-12-23,702.75,754.82,ema,38,-7.94,7.41,7.01,23.2,-0.52,False
ABSLAMC,2025-06-09,2025-06-10,2025-06-13,772.67,724.87,stop,3,-6.19,-6.19,-6.59,0.6,-4.4,False
ABSLAMC,2025-07-03,2025-07-04,2025-09-03,779.51,802.15,ema,41,-5.97,2.9,2.5,13.64,-2.9,False
ABSLAMC,2025-09-08,2025-09-09,2025-09-17,842.73,795.77,stop,6,-5.57,-5.57,-5.97,2.05,-3.5,False
ABSLAMC,2025-09-18,2025-09-19,2025-09-22,798.0,799.95,ema,1,-5.59,0.24,-0.16,1.19,-0.05,False
ABSLAMC,2025-09-24,2025-09-25,2025-09-26,792.64,783.86,ema,1,-5.02,-1.11,-1.51,0.33,-1.64,False
ABSLAMC,2025-10-06,2025-10-07,2025-10-08,801.86,795.08,ema,1,-4.79,-0.85,-1.25,0.32,-0.52,False
ABSLAMC,2025-10-13,2025-10-14,2025-10-27,831.17,810.29,ema,8,-5.24,-2.51,-2.91,3.11,-3.0,False
ABSLAMC,2025-12-30,2025-12-31,2026-01-12,804.39,751.23,gap,8,-5.88,-6.61,-7.01,4.66,-2.98,False
ABSLAMC,2026-01-19,2026-01-20,2026-01-21,799.95,764.83,ema,1,-6.94,-4.39,-4.79,0.0,-4.55,False
ABSLAMC,2026-01-27,2026-01-28,2026-01-29,765.81,763.32,ema,1,-7.64,-0.32,-0.72,0.45,-1.61,False
ACE,2024-02-07,2024-02-08,2024-03-14,1125.61,1070.96,ema,24,-8.68,-4.85,-5.25,31.83,-7.57,False
ACE,2024-07-22,2024-07-23,2024-07-24,1410.75,1379.87,ema,1,-7.98,-2.19,-2.59,0.13,-5.72,False
ACI,2025-09-11,2025-09-12,2025-10-06,710.74,672.82,ema,15,-6.35,-5.34,-5.74,1.39,-6.17,False
ACUTAAS,2024-10-29,2024-10-30,2025-01-14,913.82,984.0,ema,51,-9.74,7.68,7.28,30.91,-1.19,False
ACUTAAS,2025-07-07,2025-07-08,2025-07-09,1133.85,1096.88,ema,1,-6.49,-3.26,-3.66,0.09,-3.2,False
ACUTAAS,2025-07-09,2025-07-10,2025-09-29,1119.96,1355.0,ema,55,-6.61,20.99,20.59,36.5,-0.31,False
ADANIENSOL,2025-11-04,2025-11-06,2026-01-12,985.9,960.6,ema,46,-5.47,-2.57,-2.97,8.3,-4.13,False
ADANIENSOL,2026-01-22,2026-01-23,2026-01-23,925.0,867.27,stop,0,-6.24,-6.24,-6.64,0.0,0.0,False
ADANIENSOL,2026-02-03,2026-02-04,2026-03-04,961.55,956.4,ema,19,-8.97,-0.54,-0.94,9.39,-1.1,False
ADANIGREEN,2024-02-07,2024-02-08,2024-03-13,1884.1,1726.56,stop,23,-8.36,-8.36,-8.76,7.16,-7.95,False
ADANIGREEN,2024-04-10,2024-04-12,2024-04-16,1907.9,1803.0,ema,2,-7.13,-5.5,-5.9,0.9,-5.66,False
ADANIGREEN,2024-05-15,2024-05-16,2024-06-04,1848.4,1715.99,stop,12,-7.16,-7.16,-7.56,17.62,-2.24,False
ADANIGREEN,2024-06-05,2024-06-06,2024-06-13,1875.0,1839.15,ema,5,-12.62,-1.91,-2.31,3.2,-3.32,False
ADANIPORTS,2024-02-12,2024-02-13,2024-03-14,1233.39,1193.97,ema,21,-6.16,-3.2,-3.6,8.53,-4.95,False
ADANIPORTS,2024-03-22,2024-03-26,2024-05-07,1264.62,1273.99,ema,26,-6.15,0.74,0.34,11.19,-1.92,False
ADANIPORTS,2024-05-23,2024-05-24,2024-06-04,1415.98,1335.7,stop,7,-5.67,-5.67,-6.07,12.99,-4.28,False
ADANIPORTS,2025-05-12,2025-05-13,2025-06-20,1348.33,1332.38,ema,28,-6.87,-1.18,-1.58,9.8,-1.66,False
ADANIPORTS,2025-10-16,2025-10-17,2025-10-24,1473.29,1419.61,stop,4,-3.64,-3.64,-4.04,0.64,-1.97,False
ADANIPORTS,2025-11-12,2025-11-13,2025-12-29,1508.64,1450.08,stop,31,-3.88,-3.88,-4.28,2.24,-3.57,False
ADANIPORTS,2026-01-01,2026-01-02,2026-01-07,1473.89,1467.02,ema,3,-3.06,-0.47,-0.87,1.13,-0.64,False
ADANIPOWER,2023-11-09,2023-11-10,2024-03-14,79.99,100.38,ema,83,-9.01,25.49,25.09,47.38,-4.98,False
ADANIPOWER,2025-08-28,2025-08-29,2025-11-25,119.68,145.44,ema,59,-5.2,21.52,21.12,52.66,-2.49,False
ADFFOODS,2024-10-09,2024-10-10,2024-10-25,312.03,273.42,stop,11,-12.37,-12.37,-12.77,2.03,-12.37,False
ADFFOODS,2024-11-01,2024-11-04,2024-11-14,305.1,276.12,ema,8,-11.68,-9.5,-9.9,2.48,-10.52,False
ADFFOODS,2024-12-11,2024-12-12,2024-12-26,327.59,311.21,ema,9,-9.11,-5.0,-5.4,7.24,-6.07,False
AEGISLOG,2024-04-24,2024-04-25,2024-08-02,585.14,756.5,ema,67,-10.53,29.29,28.89,63.16,-3.83,False
AEGISLOG,2025-10-03,2025-10-06,2025-10-24,864.39,788.29,stop,13,-8.8,-8.8,-9.2,0.24,-8.68,False
AEROFLEX,2024-11-29,2024-12-02,2024-12-18,225.46,206.19,stop,12,-8.54,-8.54,-8.94,3.74,-6.11,False
AEROFLEX,2024-12-19,2024-12-20,2024-12-31,218.37,197.27,ema,6,-9.72,-9.66,-10.06,0.31,-9.51,False
AEROFLEX,2026-02-17,2026-02-18,2026-07-09,206.5,406.46,ema,93,-9.82,96.83,96.43,152.49,-0.58,False
AETHER,2025-11-21,2025-11-24,2025-11-27,920.0,863.66,stop,3,-6.12,-6.12,-6.52,1.01,-3.64,False
AETHER,2026-01-01,2026-01-02,2026-03-04,897.1,905.0,ema,40,-6.7,0.88,0.48,20.79,-0.8,False
AFFLE,2024-12-03,2024-12-04,2025-01-08,1780.0,1651.9,stop,24,-7.2,-7.2,-7.6,5.84,-4.49,False
AFFLE,2025-05-28,2025-05-29,2025-07-25,1735.0,1855.5,ema,41,-7.12,6.95,6.55,19.88,-3.34,False
AFFLE,2025-10-09,2025-10-10,2025-10-13,1967.0,1960.0,ema,1,-6.23,-0.36,-0.76,1.36,-1.25,False
AFFLE,2025-10-23,2025-10-24,2025-10-27,1900.5,1887.4,ema,1,-5.88,-0.69,-1.09,0.2,-1.24,False
AFSL,2024-06-18,2024-06-19,2024-09-10,482.7,510.5,ema,57,-10.89,5.76,5.36,29.48,-4.79,False
AFSL,2024-09-11,2024-09-12,2024-09-13,527.45,537.0,ema,1,-9.88,1.81,1.41,2.32,-3.52,False
AGI,2024-12-05,2024-12-06,2024-12-31,1191.12,1087.79,stop,16,-8.67,-8.67,-9.07,8.99,-8.17,False
AHLUCONT,2024-04-02,2024-04-03,2024-05-08,1086.92,1052.9,ema,22,-8.52,-3.13,-3.53,7.23,-6.25,False
AHLUCONT,2024-05-09,2024-05-10,2024-06-05,1067.94,1107.55,ema,17,-7.55,3.71,3.31,29.93,-2.57,False
AHLUCONT,2024-07-05,2024-07-08,2024-07-23,1477.41,1345.61,stop,10,-8.92,-8.92,-9.32,4.15,-7.98,False
AHLUCONT,2024-07-30,2024-07-31,2024-08-05,1439.5,1308.64,gap,3,-8.85,-9.09,-9.49,0.0,-6.31,False
AHLUCONT,2024-08-06,2024-08-07,2024-08-08,1316.93,1296.65,ema,1,-9.18,-1.54,-1.94,0.36,-3.16,False
AIAENG,2025-11-20,2025-11-21,2025-11-24,3839.6,3654.98,stop,1,-4.81,-4.81,-5.21,0.14,-4.66,False
AJANTPHARM,2024-09-06,2024-09-09,2024-10-22,3224.0,2977.25,stop,30,-7.65,-7.65,-8.05,4.97,-7.62,False
AJANTPHARM,2026-01-01,2026-01-02,2026-01-09,2910.34,2757.18,stop,5,-5.26,-5.26,-5.66,2.85,-4.99,False
AJANTPHARM,2026-01-20,2026-01-21,2026-03-24,2654.68,2795.49,ema,42,-5.66,5.3,4.9,20.49,-0.71,False
AJMERA,2024-02-06,2024-02-07,2024-02-09,143.3,128.92,stop,2,-10.04,-10.04,-10.44,0.0,-9.8,False
AJMERA,2025-10-30,2025-10-31,2025-11-11,208.8,199.0,ema,6,-6.18,-4.69,-5.09,6.03,-5.55,False
AJMERA,2025-11-19,2025-11-20,2025-11-24,205.88,199.72,ema,2,-6.61,-2.99,-3.39,0.93,-4.3,False
AJMERA,2025-11-25,2025-11-26,2025-12-03,199.42,197.22,ema,5,-7.13,-1.1,-1.5,3.29,-1.92,False
ALEMBICLTD,2024-07-10,2024-07-11,2024-09-19,129.89,138.34,ema,48,-9.22,6.5,6.1,24.04,-5.63,False
ALEMBICLTD,2024-09-30,2024-10-01,2024-10-03,134.93,133.95,ema,1,-8.14,-0.73,-1.13,1.89,-0.69,False
ALIVUS,2023-08-17,2023-08-18,2023-09-14,614.69,601.61,ema,19,-8.35,-2.13,-2.53,3.17,-4.51,False
ALIVUS,2024-09-09,2024-09-10,2024-09-24,1202.9,1108.39,stop,10,-7.86,-7.86,-8.26,10.4,-7.14,False
ALIVUS,2024-10-04,2024-10-07,2024-10-23,1143.96,1039.72,ema,12,-10.98,-9.11,-9.51,6.35,-9.44,False
ALIVUS,2025-05-13,2025-05-14,2025-05-29,1132.57,1061.35,ema,11,-8.71,-6.29,-6.69,7.6,-7.03,False
ALKEM,2025-12-11,2025-12-12,2025-12-19,5610.65,5452.21,ema,5,-3.8,-2.82,-3.22,0.56,-2.86,False
ALKEM,2026-01-07,2026-01-08,2026-02-02,5748.78,5527.58,stop,15,-3.85,-3.85,-4.25,2.2,-3.77,False
ALKEM,2026-02-06,2026-02-09,2026-02-13,5643.82,5380.93,stop,4,-4.66,-4.66,-5.06,3.78,-0.52,False
ALKYLAMINE,2025-06-23,2025-06-24,2025-08-08,2157.82,2093.18,ema,33,-6.39,-3.0,-3.4,12.39,-4.61,False
ALKYLAMINE,2025-08-13,2025-08-14,2025-08-18,2081.25,2078.67,ema,1,-7.44,-0.12,-0.52,0.56,-2.39,False
ALKYLAMINE,2025-08-20,2025-08-21,2025-08-26,2137.93,2127.19,ema,3,-6.76,-0.5,-0.9,2.41,-1.77,False
ALOKINDS,2024-01-03,2024-01-04,2024-02-29,28.2,28.05,ema,38,-9.99,-0.53,-0.93,38.48,-4.96,False
AMBER,2023-11-06,2023-11-07,2023-11-10,3350.0,3088.29,stop,3,-7.81,-7.81,-8.21,3.88,-7.16,False
AMBER,2024-01-18,2024-01-19,2024-01-23,3880.05,3577.03,stop,1,-7.81,-7.81,-8.21,0.2,-3.98,False
AMBER,2024-01-25,2024-01-29,2024-02-12,4193.9,3700.0,gap,10,-8.88,-11.78,-12.18,10.02,-3.88,False
AMBER,2024-10-17,2024-10-18,2024-12-11,5450.05,5748.0,ema,36,-8.82,5.47,5.07,31.36,-1.93,False
AMBER,2025-07-01,2025-07-02,2025-08-12,7075.0,6947.0,ema,29,-6.88,-1.81,-2.21,15.53,-3.87,False
AMBER,2025-11-06,2025-11-07,2025-11-10,7099.5,7219.0,ema,1,-6.46,1.68,1.28,2.66,-5.11,False
AMBER,2026-02-11,2026-02-12,2026-03-12,7650.0,7103.22,stop,19,-7.15,-7.15,-7.55,6.44,-5.97,False
ANANDRATHI,2024-10-24,2024-10-25,2024-10-29,1017.5,983.73,ema,2,-8.1,-3.32,-3.72,0.0,-4.92,False
ANANDRATHI,2024-10-31,2024-11-01,2024-11-08,1033.43,982.05,ema,5,-7.92,-4.97,-5.37,0.54,-5.52,False
ANANDRATHI,2025-07-14,2025-07-15,2025-11-19,1245.14,1473.61,ema,86,-7.01,18.35,17.95,32.86,-2.8,False
ANDHRAPAP,2023-10-11,2023-10-12,2023-10-19,123.95,113.25,stop,5,-8.64,-8.64,-9.04,1.91,-8.34,False
ANGELONE,2023-10-18,2023-10-19,2024-01-24,205.2,288.6,ema,64,-7.64,40.65,40.25,82.26,-0.82,False
ANGELONE,2025-07-01,2025-07-02,2025-07-04,291.95,271.5,stop,2,-7.01,-7.01,-7.41,0.03,-2.65,False
ANTELOPUS,2023-11-23,2023-11-24,2023-12-19,520.0,471.62,stop,16,-9.3,-9.3,-9.7,0.5,-8.7,False
ANTELOPUS,2024-07-29,2024-07-30,2024-09-19,790.1,865.0,ema,36,-10.68,9.48,9.08,36.47,-5.06,False
ANUP,2024-06-18,2024-06-19,2024-06-26,1991.58,1809.76,stop,5,-9.13,-9.13,-9.53,0.49,-7.79,False
ANUP,2024-09-04,2024-09-05,2024-09-19,2290.04,2134.83,stop,10,-6.78,-6.78,-7.18,4.47,-6.64,False
ANUP,2024-09-20,2024-09-23,2025-01-10,2245.28,3229.05,ema,75,-8.15,43.82,43.42,70.77,-3.92,False
ANURAS,2025-04-23,2025-04-24,2025-09-02,814.77,1109.9,ema,90,-8.61,36.22,35.82,46.91,-1.06,False
APARINDS,2024-01-16,2024-01-17,2024-01-18,5371.98,5424.35,ema,1,-7.14,0.97,0.57,1.43,-1.29,False
APARINDS,2024-02-29,2024-03-01,2024-03-13,6185.19,5700.24,stop,7,-7.84,-7.84,-8.24,4.15,-6.79,False
APARINDS,2024-07-15,2024-07-16,2024-07-19,8745.11,8150.63,stop,2,-6.8,-6.8,-7.2,2.8,-3.9,False
APARINDS,2024-07-30,2024-07-31,2024-08-05,8881.51,8044.62,stop,3,-9.42,-9.42,-9.82,7.46,-4.86,False
APARINDS,2024-09-11,2024-09-12,2024-10-07,9938.16,9203.25,stop,16,-7.39,-7.39,-7.79,6.28,-6.67,False
APARINDS,2024-10-10,2024-10-11,2024-10-22,10438.2,9644.88,stop,7,-7.6,-7.6,-8.0,4.76,-7.54,False
APARINDS,2024-12-09,2024-12-10,2025-01-17,10190.37,10067.79,ema,27,-6.73,-1.2,-1.6,14.92,-4.71,False
APARINDS,2026-02-03,2026-02-04,2026-03-12,9600.0,9170.0,ema,25,-8.42,-4.48,-4.88,21.33,-4.15,False
APLAPOLLO,2023-09-01,2023-09-04,2023-09-12,1716.89,1601.79,stop,6,-6.7,-6.7,-7.1,4.08,-1.53,False
APLAPOLLO,2025-05-06,2025-05-07,2025-07-01,1599.42,1732.55,ema,39,-5.76,8.32,7.92,20.62,-0.01,False
APLAPOLLO,2025-10-29,2025-10-30,2025-10-30,1825.0,1757.2,stop,0,-3.72,-3.72,-4.12,0.0,0.0,False
APLAPOLLO,2025-12-18,2025-12-19,2026-03-12,1798.0,2019.9,ema,55,-3.72,12.34,11.94,28.0,0.0,False
APLLTD,2024-03-18,2024-03-19,2024-03-20,932.86,894.55,ema,1,-8.49,-4.11,-4.51,0.0,-4.52,False
APOLLOHOSP,2025-08-13,2025-08-14,2025-09-29,7809.62,7539.99,ema,30,-4.36,-3.45,-3.85,2.05,-4.21,False
APOLLOHOSP,2025-10-17,2025-10-20,2025-10-31,7939.46,7695.71,stop,8,-3.07,-3.07,-3.47,1.88,-2.33,False
APOLLOHOSP,2026-02-23,2026-02-24,2026-03-19,7658.0,7384.46,stop,16,-3.57,-3.57,-3.97,2.77,-3.24,False
APOLLOTYRE,2025-10-23,2025-10-24,2025-12-16,507.59,502.51,ema,36,-4.71,-1.0,-1.4,5.15,-3.3,False
APOLLOTYRE,2025-12-16,2025-12-17,2025-12-18,504.58,492.93,ema,1,-4.8,-2.31,-2.71,0.0,-2.52,False
APOLLOTYRE,2026-01-06,2026-01-07,2026-01-12,514.45,496.68,ema,3,-4.54,-3.45,-3.85,1.87,-3.64,False
APOLLOTYRE,2026-01-12,2026-01-13,2026-01-19,501.81,501.62,ema,3,-5.14,-0.04,-0.44,4.11,-1.58,False
APOLLOTYRE,2026-02-04,2026-02-05,2026-02-09,518.4,500.63,ema,2,-5.98,-3.43,-3.83,1.33,-4.66,False
ARE&M,2024-04-23,2024-04-24,2024-04-26,1145.57,1045.94,stop,2,-8.7,-8.7,-9.1,2.59,-6.86,False
ARE&M,2024-04-30,2024-05-02,2024-08-07,1064.58,1478.23,ema,66,-9.73,38.86,38.46,62.78,-8.34,False
ARVIND,2024-08-30,2024-09-02,2024-09-27,399.55,386.05,ema,19,-7.4,-3.38,-3.78,2.97,-4.67,False
ARVIND,2024-12-17,2024-12-18,2024-12-20,444.06,408.44,stop,2,-8.02,-8.02,-8.42,0.22,-6.78,False
ARVIND,2026-02-04,2026-02-05,2026-03-04,369.95,335.78,stop,18,-9.24,-9.24,-9.64,6.95,-9.18,False
ARVINDFASN,2025-07-29,2025-07-30,2025-08-13,539.34,502.43,stop,10,-6.84,-6.84,-7.24,3.94,-6.7,False
ARVINDFASN,2025-09-04,2025-09-05,2025-09-29,539.96,523.27,ema,16,-6.04,-3.09,-3.49,6.86,-5.5,False
ARVSMART,2024-06-07,2024-06-10,2024-08-14,673.55,692.08,ema,45,-12.92,2.75,2.35,21.46,-4.25,False
ASAHIINDIA,2025-06-18,2025-06-19,2025-06-20,774.16,721.7,stop,1,-6.78,-6.78,-7.18,5.67,-5.85,False
ASAHIINDIA,2025-07-01,2025-07-02,2025-09-05,803.79,816.85,ema,45,-7.91,1.62,1.22,11.83,-3.8,False
ASHAPURMIN,2024-07-09,2024-07-10,2024-07-10,439.09,400.36,stop,0,-8.82,-8.82,-9.22,0.0,0.0,False
ASHOKA,2023-09-29,2023-10-03,2023-12-21,122.5,134.0,ema,54,-8.74,9.39,8.99,24.94,-2.86,False
ASHOKA,2024-02-15,2024-02-16,2024-03-11,177.5,164.7,ema,15,-10.7,-7.21,-7.61,9.04,-8.54,False
ASHOKA,2024-03-11,2024-03-12,2024-03-13,164.2,157.15,ema,1,-10.96,-4.29,-4.69,0.33,-5.6,False
ASHOKA,2024-04-12,2024-04-15,2024-05-08,149.05,164.25,ema,15,-9.54,10.2,9.8,21.3,0.0,False
ASHOKA,2024-05-31,2024-06-03,2024-06-04,199.0,184.34,stop,1,-7.36,-7.36,-7.76,0.5,-3.54,False
ASHOKA,2024-08-26,2024-08-27,2024-09-23,235.4,236.75,ema,19,-8.89,0.57,0.17,20.96,-3.4,False
ASHOKA,2024-10-03,2024-10-04,2024-10-08,246.0,230.0,ema,2,-8.03,-6.5,-6.9,2.24,-7.3,False
ASHOKA,2024-10-16,2024-10-17,2024-10-22,256.8,237.95,ema,3,-8.81,-7.34,-7.74,0.08,-7.32,False
ASHOKA,2024-12-03,2024-12-04,2025-01-13,260.0,271.65,ema,27,-7.51,4.48,4.08,22.69,-1.46,False
ASHOKLEY,2025-04-23,2025-04-24,2025-05-09,110.43,104.23,stop,10,-5.61,-5.61,-6.01,1.24,-5.28,False
ASHOKLEY,2025-05-15,2025-05-16,2025-08-04,115.16,117.53,ema,56,-5.36,2.07,1.67,7.87,-2.22,False
ASHOKLEY,2025-08-18,2025-08-19,2026-03-10,128.68,188.29,ema,137,-5.18,46.33,45.93,64.6,-4.49,False
ASIANPAINT,2025-11-13,2025-11-14,2025-12-29,2836.03,2715.03,stop,30,-4.27,-4.27,-4.67,4.37,-4.11,False
ASIANTILES,2023-10-11,2023-10-12,2023-12-04,75.85,74.95,ema,34,-9.07,-1.19,-1.59,13.51,-4.55,False
ASIANTILES,2025-12-18,2025-12-19,2026-01-27,69.0,69.15,ema,24,-7.4,0.22,-0.18,14.2,-1.81,False
ASKAUTOLTD,2024-12-10,2024-12-11,2024-12-19,492.82,463.36,stop,6,-5.98,-5.98,-6.38,2.61,-5.65,False
ASKAUTOLTD,2025-06-06,2025-06-09,2025-08-04,459.43,473.77,ema,40,-6.88,3.12,2.72,20.03,-5.15,False
ASKAUTOLTD,2025-08-18,2025-08-19,2025-08-29,503.16,483.23,ema,7,-7.6,-3.96,-4.36,3.45,-5.13,False
ASKAUTOLTD,2025-09-01,2025-09-02,2025-10-07,500.17,514.12,ema,24,-7.35,2.79,2.39,15.24,-1.42,False
ASTERDM,2024-04-15,2024-04-16,2024-04-25,402.66,367.54,stop,6,-8.72,-8.72,-9.12,1.07,-6.95,False
ASTERDM,2024-10-24,2024-10-25,2025-01-29,432.67,462.73,ema,65,-7.55,6.95,6.55,21.82,-2.96,False
ASTERDM,2026-02-19,2026-02-20,2026-03-23,632.73,622.57,ema,20,-6.54,-1.61,-2.01,10.49,-3.6,False
ASTRAL,2026-02-13,2026-02-16,2026-03-24,1596.5,1577.9,ema,25,-5.35,-1.17,-1.57,10.79,-3.11,False
ASTRAMICRO,2023-10-18,2023-10-19,2023-10-25,476.87,438.12,stop,3,-8.12,-8.12,-8.52,3.72,-5.62,False
ASTRAMICRO,2023-10-26,2023-10-27,2024-01-19,458.45,572.44,ema,57,-9.49,24.86,24.46,37.13,-0.76,False
ASTRAMICRO,2024-02-05,2024-02-06,2024-03-12,643.57,604.3,ema,24,-7.07,-6.1,-6.5,7.36,-6.57,False
ASTRAMICRO,2024-04-08,2024-04-09,2024-05-10,635.56,646.11,ema,20,-8.18,1.66,1.26,14.23,-0.99,False
ASTRAMICRO,2024-05-10,2024-05-13,2024-08-06,695.74,826.41,ema,58,-8.07,18.78,18.38,51.53,-3.7,False
ASTRAMICRO,2024-08-16,2024-08-19,2024-08-27,883.05,867.9,ema,6,-8.11,-1.72,-2.12,1.45,-2.91,False
ASTRAMICRO,2026-01-08,2026-01-09,2026-01-12,1015.0,961.05,stop,1,-5.32,-5.32,-5.72,1.29,-3.33,False
ASTRAZEN,2025-07-03,2025-07-04,2025-07-24,9040.08,8910.2,ema,14,-7.25,-1.44,-1.84,5.92,-1.86,False
ASTRAZEN,2025-07-28,2025-07-29,2025-07-30,8904.72,8980.38,ema,1,-5.94,0.85,0.45,0.62,-0.88,False
ASTRAZEN,2025-09-17,2025-09-18,2025-09-23,9099.35,8825.57,ema,3,-5.1,-3.01,-3.41,0.05,-3.47,False
ASTRAZEN,2025-10-20,2025-10-21,2025-11-10,9308.42,9160.08,ema,12,-4.56,-1.59,-1.99,5.34,-3.65,False
ASTRAZEN,2025-11-17,2025-11-18,2025-11-19,9257.14,8994.82,ema,1,-4.88,-2.83,-3.23,1.84,-3.49,False
ASTRAZEN,2025-12-11,2025-12-12,2025-12-17,9059.53,8946.03,ema,3,-4.63,-1.25,-1.65,1.1,-1.25,False
ASTRAZEN,2025-12-18,2025-12-19,2025-12-22,9036.63,9099.35,ema,1,-4.09,0.69,0.29,1.0,-0.62,False
