exit_date,cumulative_pnl
2023-08-17,-3209.9999999999995
2023-08-21,-4940.0
2023-08-23,-4220.0
2023-08-24,-13310.0
2023-08-25,-43390.0
2023-08-28,-45080.0
2023-08-29,-51890.0
2023-08-30,-61720.0
2023-09-01,-67150.0
2023-09-07,-89650.0
2023-09-08,-100660.0
2023-09-11,-107500.0
2023-09-12,-292470.0
2023-09-13,-270650.0
2023-09-14,-246060.0
2023-09-15,-245340.0
2023-09-18,-247960.0
2023-09-20,-239160.0
2023-09-21,-245020.0
2023-09-22,-227910.0
2023-09-25,-214060.0
2023-09-26,-191620.0
2023-09-27,-191270.0
2023-09-28,-196920.0
2023-09-29,-196680.0
2023-10-03,-206940.0
2023-10-04,-215720.0
2023-10-05,-222680.0
2023-10-06,-220850.0
2023-10-09,-241790.0
2023-10-10,-173610.0
2023-10-11,-169840.0
2023-10-12,-171530.0
2023-10-13,-174800.0
2023-10-16,-180020.0
2023-10-17,-182230.0
2023-10-18,-183220.0
2023-10-19,-169610.0
2023-10-23,-266590.0
2023-10-25,-244460.0
2023-10-26,-260090.0
2023-10-27,-201250.0
2023-10-30,-206530.0
2023-10-31,-211320.0
2023-11-01,-215190.0
2023-11-02,-220940.0
2023-11-03,-225090.0
2023-11-06,-233170.0
2023-11-07,-238480.0
2023-11-09,-242720.0
2023-11-10,-190190.0
2023-11-13,-193870.0
2023-11-17,-199550.0
2023-11-20,-208210.0
2023-11-21,-212050.0
2023-11-22,-198470.0
2023-11-23,-197470.0
2023-11-24,-207770.0
2023-11-28,-196320.0
2023-11-29,-200730.0
2023-11-30,-212950.0
2023-12-01,-203770.0
2023-12-04,-147770.0
2023-12-06,-114330.0
2023-12-07,-119640.0
2023-12-08,-109540.0
2023-12-11,-120720.0
2023-12-12,-120890.0
2023-12-13,-119060.0
2023-12-14,-125140.0
2023-12-15,-123540.0
2023-12-18,-76040.0
2023-12-19,-79630.0
2023-12-20,-204610.0
2023-12-21,-156280.0
2023-12-22,-110920.0
2023-12-26,-110100.0
2023-12-27,-113050.0
2023-12-28,-102500.0
2023-12-29,-117580.0
2024-01-01,-121630.0
