Rank,Ticker,Sector,Industry,Relative Strength,Percentile,1M_RS_Percentile,3M_RS_Percentile,6M_RS_Percentile,Price,MarketCap,PctFrom52WkHigh,AvgVol10,AvgVol30,AvgVol50
1,CUPID,Consumer Defensive,Household & Personal Products,410.74,99,99,99,99,262.71,286990923352.4109,16.24,32542926,42650569,34305621
2,UFBL,Consumer Cyclical,Restaurants,295.56,99,99,95,78,798.1,26377447312.692505,4.55,233449,165022,210528
3,YASHO,Basic Materials,Specialty Chemicals,260.2,99,98,75,16,4201.3,37024343040.0,28.76,119865,55534,51524
4,RPTECH,Technology,Electronics & Computer Distribution,232.49,99,99,97,87,896.7,51391852921.221436,10.32,867311,653115,1630026
5,HFCL,Technology,Communication Equipment,229.93,99,99,99,37,212.97,301232411401.5382,-7.2,28400006,25728078,29650228
6,CPPLUS,Industrials,Building Products & Equipment,229.31,99,99,99,91,3764.8,417591397040.1636,-2.62,162074,193683,281933
7,BHAGYANGR,Basic Materials,Copper,228.93,99,99,99,97,380.65,12359668109.436035,-11.95,106551,109366,123806
8,ATHERENERG,Consumer Cyclical,Auto Manufacturers,225.54,99,98,99,98,1466.2,476379241743.90015,9.01,5921471,5365792,4841876
9,SKYGOLD,Consumer Cyclical,Luxury Goods,217.7,99,97,92,82,779.6,101241059861.35034,14.07,1620788,1367599,1388120
10,SANSERA,Consumer Cyclical,Auto Parts,213.4,99,98,97,98,3812.4,198736639962.55078,10.26,220286,237081,266865
11,KABRAEXTRU,Industrials,Specialty Industrial Machinery,210.84,99,81,45,58,510.75,13177764177.885498,33.49,715298,386537,243823
12,DEEDEV,Industrials,Metal Fabrication,208.67,99,99,99,30,626.2,46889218680.05017,-17.61,156765,116135,151891
13,KSHINTL,Industrials,Electrical Equipment & Parts,207.83,99,99,98,72,900.6,60197552492.09595,-3.16,212183,291371,353874
14,RUBICON,Healthcare,Drug Manufacturers - General,207.52,99,99,95,89,1596.3,250973038843.66113,2.33,167476,250298,613206
15,UNIVCABLES,Industrials,Electrical Equipment & Parts,207.26,99,92,97,63,1693.4,42841858152.9104,21.74,357161,192382,256997
16,INDOTECH,Industrials,Electrical Equipment & Parts,207.01,99,98,98,5,3804.4,39561623481.44531,-4.34,20284,31587,29061
17,SHILPAMED,Healthcare,Drug Manufacturers - Specialty & Generic,205.93,99,96,92,39,807.55,118561699246.67334,24.24,5329371,2407345,1961428
18,UEL,Technology,Solar,204.09,99,54,78,99,270.67,16005070171.527603,23.03,45388,18371,13828
19,SBCL,Industrials,Metal Fabrication,201.82,99,93,86,73,1105.05,43531494643.17627,35.76,1902902,924993,726926
20,SHREEJISPG,Industrials,Marine Shipping,197.58,99,97,95,96,662.65,101954241364.45178,5.35,573272,910164,995013
21,INDSWFTLAB,Healthcare,Drug Manufacturers - Specialty & Generic,197.21,98,99,91,96,237.24,19782885307.114105,-4.51,438985,846245,1160574
22,SAKAR,Healthcare,Drug Manufacturers - Specialty & Generic,196.68,98,98,99,96,904.8,17608218069.943237,-5.75,122417,166302,150475
23,NGLFINE,Healthcare,Drug Manufacturers - General,196.45,98,98,97,98,3457.8,19803655932.0,3.87,8035,8869,15323
24,SETL,Industrials,Specialty Industrial Machinery,194.09,98,98,41,23,283.75,55066698517.38306,-7.06,436037,1126025,1221794
25,SHADOWFAX,Industrials,Integrated Freight & Logistics,193.29,98,98,98,82,247.54,125539377479.24423,2.45,15783100,12279718,8167575
26,MACPOWER,Industrials,Specialty Industrial Machinery,192.22,98,90,91,54,1824.3,13450593120.0,24.1,94021,49816,57216
27,AEGISLOG,Energy,Oil & Gas Refining & Marketing,191.39,98,97,45,45,1333.7,473709591430.66406,-7.03,1270830,2107262,3495444
28,SCPL,Consumer Defensive,Packaged Foods,190.84,98,96,97,91,631.35,5993924743.652344,3.88,66136,80460,57235
29,GVPIL,Industrials,Engineering & Construction,188.48,98,99,99,98,749.3,53829036850.34784,-30.88,158168,238033,339054
30,PAISALO,Financial Services,Credit Services,184.94,98,98,94,68,69.94,63821148233.19571,-9.63,12588587,21339174,16969340
31,KERNEX,Technology,Software - Application,184.35,98,98,90,74,2310.1,37055346413.910645,-5.52,219712,212531,280716
32,KMEW,Industrials,Marine Shipping,182.43,98,98,98,99,2596.8,59785381201.171875,2.24,106258,101870,115502
33,KIRLOSENG,Industrials,Specialty Industrial Machinery,182.32,98,99,98,97,2131.2,317567495385.0,-21.65,537740,609735,871351
34,WELCORP,Basic Materials,Steel,181.86,98,97,97,61,1848.5,421108809061.2842,8.81,790329,1212775,1013732
35,AEROFLEX,Industrials,Metal Fabrication,180.9,98,98,99,72,420.75,55691404520.48291,-19.38,1758255,1502005,1796212
36,UNIPARTS,Industrials,Farm & Heavy Construction Machinery,179.96,98,95,92,92,824.8,31097251888.5,14.13,351419,204088,198308
37,CONFIPET,Energy,Oil & Gas Refining & Marketing,179.16,98,96,96,4,82.74,26014474680.8192,2.69,3382478,3006804,3287219
38,AVALON,Technology,Electronic Components,178.76,98,97,93,89,1923.7,116352671332.5,3.82,603277,424734,390761
39,KAPSTON,Industrials,Specialty Business Services,178.68,98,93,78,97,566.05,14020107540.286621,20.69,91888,69074,51094
40,PARAS,Industrials,Aerospace & Defense,178.61,98,96,77,55,1267.5,96317972881.07178,-12.16,1022422,1732143,3679627
41,RRKABEL,Industrials,Electrical Equipment & Parts,178.01,97,96,95,80,2756.9,282039898313.4595,8.16,985355,717957,714855
42,THANGAMAYL,Consumer Cyclical,Luxury Goods,177.9,97,99,92,98,5349.0,214667978036.5,-25.35,422555,332354,292992
43,MOREPENLAB,Healthcare,Drug Manufacturers - Specialty & Generic,177.38,97,91,44,13,79.16,29479908588.144505,22.58,35978611,20730887,17595680
44,RPEL,Basic Materials,Chemicals,177.25,97,97,80,73,1313.8,59845482997.717285,-4.23,42432,68433,100258
45,PANAMAPET,Energy,Oil & Gas Refining & Marketing,177.16,97,94,48,51,528.85,30140935203.5,2.0,297245,325086,915014
46,IOLCP,Healthcare,Drug Manufacturers - Specialty & Generic,177.03,97,98,93,37,164.66,43800175400.50995,-8.32,3349323,6477146,4943446
47,COMSYN,Consumer Cyclical,Packaging & Containers,176.66,97,88,76,98,269.03,7201354156.347656,19.78,2321807,1567068,982797
48,UTLSOLAR,Technology,Solar,176.48,97,97,91,71,398.75,117788892509.2406,-0.92,295672,490696,450317
49,SPORTKING,Consumer Cyclical,Textile Manufacturing,176.17,97,96,93,78,209.94,27202812117.178116,-2.58,1833767,971997,831175
50,IBULLSLTD,Real Estate,Real Estate - Development,175.91,97,98,95,1,28.8,62925403381.05731,-11.38,7600835,8472295,7753644
51,LAURUSLABS,Healthcare,Drug Manufacturers - Specialty & Generic,175.41,97,95,97,93,1854.0,865047605920.2258,15.16,2270615,2235520,2271877
52,MBAPL,Basic Materials,Agricultural Inputs,175.34,97,92,92,94,164.44,64953469275.0,10.14,1402191,1830041,1437214
53,SOTL,Basic Materials,Specialty Chemicals,174.85,97,95,74,41,691.0,44272887986.25,3.66,1124901,792881,937669
54,INDOBORAX,Basic Materials,Chemicals,174.35,97,98,82,83,429.5,13352649195.861816,-13.93,378095,737230,564485
55,MMFL,Industrials,Metal Fabrication,173.89,97,89,87,96,658.25,26644199781.25,16.71,205295,188379,139012
56,FILATEX,Consumer Cyclical,Textile Manufacturing,173.62,97,85,21,59,84.78,32784830639.34517,9.34,5245774,6584938,4592456
57,SYRMA,Technology,Electronic Components,173.3,97,97,91,94,1516.4,248158767274.61646,-0.09,2353317,1442358,1447660
58,AMAGI,Technology,Software - Application,172.77,97,96,77,80,647.75,131761231202.34375,-4.43,321580,538944,515499
59,AETHER,Basic Materials,Specialty Chemicals,172.2,97,95,93,89,1597.5,189447202240.0,3.83,362654,378998,411390
60,MARINE,Industrials,Electrical Equipment & Parts,172.15,97,84,78,40,355.15,33803106104.862213,19.22,1748623,1038471,1013796
61,TFCILTD,Financial Services,Credit Services,171.79,96,72,90,98,115.22,40404022180.61615,30.63,23434916,13478980,10444940
62,TBZ,Consumer Cyclical,Luxury Goods,169.81,96,88,7,29,276.05,17275891189.299316,0.39,1832070,2983369,2136955
63,SENORES,Healthcare,Drug Manufacturers - General,169.38,96,98,96,90,1422.2,63899353350.0,-5.8,361579,305718,360749
64,GRWRHITECH,Basic Materials,Specialty Chemicals,168.7,96,98,96,88,7001.0,160373215782.0,-2.56,122071,73640,74549
65,RISHABH,Technology,Scientific & Technical Instruments,168.66,96,97,95,96,671.9,24038432312.562317,-3.02,144107,269472,222159
66,ASTRAMICRO,Technology,Communication Equipment,168.34,96,96,82,61,1734.7,172173279825.19336,-7.28,895033,621004,859205
67,CYIENTDLM,Industrials,Aerospace & Defense,168.28,96,88,67,20,691.5,53209860267.00366,-5.91,483808,1153758,796348
68,SALSTEEL,Basic Materials,Steel,168.17,96,97,99,99,59.01,8351590724.193192,-9.91,255141,133964,132108
69,PRECWIRE,Industrials,Electrical Equipment & Parts,167.99,96,95,99,95,433.3,68095970687.5,-7.32,421668,308180,346917
70,ACUTAAS,Basic Materials,Specialty Chemicals,167.94,96,99,99,97,3282.0,266858922159.0,-12.25,399064,382819,417560
71,HAPPYFORGE,Industrials,Metal Fabrication,167.89,96,92,94,95,1926.0,152468844777.0,17.69,143862,90365,116590
72,SGMART,Industrials,Industrial Distribution,167.87,96,95,97,88,714.9,89932415421.48438,-0.43,299172,852638,558259
73,FCL,Basic Materials,Specialty Chemicals,167.19,96,94,69,57,42.51,46102590808.688736,-9.9,11350751,12016490,14583116
74,STYLAMIND,Consumer Cyclical,"Furnishings, Fixtures & Appliances",167.08,96,96,94,90,3651.2,57944609992.86328,-12.02,50338,124191,89078
75,BLSE,Industrials,Specialty Business Services,166.97,96,93,79,34,314.5,25593459682.61029,9.32,821013,1386444,924178
76,VINDHYATEL,Industrials,Engineering & Construction,165.94,96,91,88,8,2438.4,22350727618.0,-1.87,140799,67982,86036
77,IRISDOREME,Consumer Cyclical,Apparel Manufacturing,165.29,96,86,56,43,55.77,8163548710.6515045,14.05,1419870,958378,738553
78,NINSYS,Technology,Information Technology Services,165.03,96,99,96,19,740.7,13572554853.515625,-20.78,6100,5779,6041
79,BLUESTONE,Consumer Cyclical,Luxury Goods,164.93,96,68,43,19,830.15,117718887822.46509,-4.53,8713803,7272715,4631464
80,SUVEN,Healthcare,Drug Manufacturers - Specialty & Generic,164.68,96,97,85,37,332.6,89289808776.0,-10.35,737319,1539774,1630595
81,PGIL,Consumer Cyclical,Apparel Manufacturing,164.18,95,89,87,86,2428.9,91190539016.5,13.28,361339,176725,193911
82,IDEAFORGE,Technology,Computer Hardware,164.12,95,98,98,34,897.75,42384330239.14148,-9.52,146335,175872,237438
83,GANDHAR,Energy,Oil & Gas Refining & Marketing,164.08,95,90,73,63,236.82,27647051207.427063,-21.89,4201733,5035209,3535483
84,BETA,Healthcare,Drug Manufacturers - Specialty & Generic,162.96,95,94,19,14,2504.0,23374947912.59619,-6.36,46517,55354,51896
85,NRBBEARING,Consumer Cyclical,Auto Parts,162.86,95,96,90,81,478.25,38541271298.4314,2.28,749299,615607,1019555
86,APARINDS,Industrials,Electrical Equipment & Parts,162.66,95,93,95,87,16448.0,557979949915.0,-4.13,189139,159513,166846
87,DIVGIITTS,Consumer Cyclical,Auto Parts,162.65,95,93,81,84,1056.2,28919215024.54651,-0.83,60294,368495,241161
88,SANGHVIMOV,Industrials,Rental & Leasing Services,162.12,95,92,60,46,511.4,39452684256.83594,8.12,716140,500423,472515
89,IZMO,Technology,Software - Application,161.8,95,94,88,98,977.5,16526165192.0,-28.89,113107,115288,142040
90,BLUSPRING,Industrials,Specialty Business Services,161.78,95,95,48,16,112.36,16202390777.965393,-14.76,333410,763696,1184822
91,RATEGAIN,Technology,Software - Application,161.2,95,96,84,54,932.55,106569481260.79785,-6.49,885632,593631,575303
92,GCSL,Financial Services,Capital Markets,161.03,95,95,88,68,517.35,12021493257.0,-3.86,566191,680376,614945
93,PARKHOSPS,Healthcare,Medical Care Facilities,161.0,95,97,97,89,289.15,121048624916.25,-5.2,785106,955486,860836
94,KRISHANA,Basic Materials,Agricultural Inputs,160.95,95,88,94,96,183.54,50095813843.41431,11.95,1386244,1664451,1546322
95,CEMPRO,Industrials,Engineering & Construction,160.68,95,99,93,34,1266.4,247545908544.0,-23.21,815619,725935,706419
96,CNL,Technology,Electronics & Computer Distribution,159.53,95,87,50,50,1083.65,14821458225.0,3.3,372110,532850,338960
97,TMB,Financial Services,Banks - Regional,159.45,95,94,90,96,890.2,127393744743.0,5.1,1200459,564126,482507
98,INOXINDIA,Industrials,Specialty Industrial Machinery,158.85,95,93,88,76,1984.1,181890054000.0,-6.4,183488,308118,444150
99,HONASA,Consumer Defensive,Household & Personal Products,158.69,95,94,91,87,477.1,146254465287.4939,-2.9,820562,1232159,1542688
100,KDDL,Consumer Cyclical,Luxury Goods,157.11,94,87,35,62,3835.8,38560702055.44922,12.29,91149,42759,43444
101,BAJAJCON,Consumer Defensive,Household & Personal Products,156.99,94,99,99,99,547.05,71813951291.33807,-20.95,491929,1018209,887443
102,MWL,Basic Materials,Steel,156.83,94,95,98,97,40.92,10692242640.0,-2.46,2664988,1570179,1093635
103,VADILALIND,Consumer Defensive,Packaged Foods,156.46,94,87,15,74,7380.0,48233933215.0,5.47,24097,17502,26744
104,NETWEB,Technology,Computer Hardware,156.42,94,93,96,95,4903.0,236645495172.0,-6.5,1751905,1151004,1628054
105,SONACOMS,Consumer Cyclical,Auto Parts,156.4,94,90,80,77,812.5,447065417828.3834,9.55,3137904,3008032,2456241
106,ADANIENSOL,Utilities,Utilities - Independent Power Producers,156.27,94,95,95,86,1632.0,2044823254556.021,-8.78,1436875,2255470,2427542
107,MPSLTD,Communication Services,Publishing,155.35,94,50,45,3,2864.4,47017132921.21655,2.3,76392,127917,82319
108,SAILIFE,Healthcare,Diagnostics & Research,154.49,94,91,90,83,1426.2,261738407119.38135,9.71,743007,519090,486457
109,VIDYAWIRES,Industrials,Electrical Equipment & Parts,154.42,94,96,99,44,97.91,18831777056.505623,-16.57,810837,913147,1860462
110,TDPOWERSYS,Industrials,Specialty Industrial Machinery,154.36,94,96,99,98,1236.4,173975975833.82935,-10.38,1480645,1109501,1121739
111,APOLLO,Industrials,Aerospace & Defense,154.22,94,96,97,92,388.25,146521683045.47314,-16.77,5338949,10381145,14449684
112,SBC,Industrials,Conglomerates,154.08,94,97,97,98,41.1,20033313154.678345,-8.67,6682755,7592776,10986903
113,SUDEEPPHRM,Healthcare,Drug Manufacturers - Specialty & Generic,153.96,94,83,39,38,1053.3,93199560676.28479,17.69,527614,286319,341508
114,RAMCOSYS,Technology,Software - Application,153.47,94,98,18,87,669.75,26720329617.888794,-30.78,395598,2073827,2784003
115,HIRECT,Industrials,Electrical Equipment & Parts,153.14,94,89,93,71,1293.0,44749218793.26599,-7.58,109152,254925,206512
116,JGCHEM,Basic Materials,Other Industrial Metals & Mining,152.74,94,75,54,62,622.2,19802677176.222748,16.95,1422731,675144,438378
117,EBGNG,Technology,Computer Hardware,152.68,94,97,91,69,555.65,65254488971.4657,-19.41,854160,714584,809748
118,CENTUM,Technology,Electronic Components,152.57,94,92,93,86,3861.2,52976145425.17456,-1.4,35015,35061,45304
119,3IINFOLTD,Technology,Information Technology Services,152.33,94,55,52,10,27.13,4094150313.109045,2.77,2297304,1220301,838940
120,HSCL,Basic Materials,Specialty Chemicals,151.99,93,90,88,72,772.05,398375814781.263,-5.79,4326659,9511229,11783047
121,ICIL,Consumer Cyclical,Textile Manufacturing,151.91,93,94,63,74,425.0,79905025890.65552,-8.37,381841,443681,1042873
122,EMIL,Consumer Cyclical,Specialty Retail,151.64,93,75,63,18,180.77,49878829270.84799,7.28,19821362,7838076,5101115
123,GNA,Consumer Cyclical,Auto Parts,150.97,93,86,71,94,538.7,21765915600.0,-10.46,524215,738590,677176
124,SHRIPISTON,Consumer Cyclical,Auto Parts,150.96,93,89,90,93,4410.6,183242862715.75928,-2.48,56291,61111,67111
125,AVADHSUGAR,Consumer Defensive,Confectioners,150.94,93,79,85,25,635.1,10684831675.0,13.01,629539,228631,143678
126,SGFIN,Financial Services,Capital Markets,150.69,93,94,96,72,670.7,45866213945.617676,-7.31,293026,826311,559920
127,ADOR,Industrials,Specialty Industrial Machinery,150.62,93,87,69,76,1518.4,25998065753.373413,-4.92,46556,67590,48051
128,AEQUS,Industrials,Aerospace & Defense,150.26,93,96,93,57,244.13,150112210568.2113,-11.03,3450484,7217485,7267077
129,SHAILY,Basic Materials,Specialty Chemicals,150.11,93,92,94,69,3367.4,136592085739.73828,4.13,247298,237937,300171
130,QUESS,Industrials,Staffing & Employment Services,149.3,93,90,30,13,323.75,44120898482.97983,4.28,2585828,1275174,1411090
131,SSWL,Consumer Cyclical,Auto Parts,149.13,93,76,51,79,321.6,45351781040.91156,8.65,900728,1768882,1343786
132,LLOYDSENGG,Industrials,Specialty Industrial Machinery,149.13,93,95,87,36,95.33,126022666466.72656,0.24,18129063,14419941,19494015
133,JAYBARMARU,Consumer Cyclical,Auto Parts,149.08,93,99,62,94,132.36,17467220066.070557,-36.06,592876,853580,1240946
134,HUHTAMAKI,Consumer Cyclical,Packaging & Containers,148.95,93,61,21,37,284.7,24067329373.980835,-11.25,1439365,2296897,1466377
135,ROSSTECH,Industrials,Aerospace & Defense,148.74,93,93,97,97,1094.5,37208331129.282715,-2.45,432616,239457,243975
136,MOTHERSON,Consumer Cyclical,Auto Parts,148.73,93,85,86,94,167.99,1532820737810.8171,8.21,31088214,21249008,21456200
137,APCOTEXIND,Basic Materials,Specialty Chemicals,148.73,93,91,91,71,622.6,29087614175.126953,7.39,1139688,448350,333026
138,KTKBANK,Financial Services,Banks - Regional,148.56,93,90,91,87,305.25,105777387507.87415,7.14,4359149,2793767,2438200
139,BHARATSE,Consumer Cyclical,Auto Parts,148.5,93,95,91,98,237.05,13699191961.669922,-9.93,530898,1774570,1114709
140,REDINGTON,Technology,Information Technology Services,148.25,92,73,21,63,353.2,202518656807.4051,12.34,19672568,8084497,7625532
141,ARVIND,Consumer Cyclical,Textile Manufacturing,148.24,92,95,92,86,550.65,138200021407.94678,-8.23,597468,749330,822113
142,NEULANDLAB,Healthcare,Drug Manufacturers - Specialty & Generic,147.67,92,90,87,51,22216.0,237943121394.0,10.59,161390,79304,64979
143,SMLMAH,Consumer Cyclical,Auto Manufacturers,147.48,92,74,83,99,5227.0,55634794469.15332,-2.26,516159,223975,161817
144,RICOAUTO,Consumer Cyclical,Auto Parts,147.44,92,87,90,96,142.52,18814085940.856934,-9.22,3124455,2311645,4071527
145,RADICO,Consumer Defensive,Beverages - Wineries & Distilleries,147.41,92,91,88,69,4550.0,548162191479.5093,8.51,665983,475263,397330
146,HESTERBIO,Healthcare,Drug Manufacturers - Specialty & Generic,146.97,92,88,77,42,2493.8,20139151370.251465,-6.25,54934,53768,36165
147,AKUMS,Healthcare,Drug Manufacturers - Specialty & Generic,146.66,92,92,77,61,730.1,105227042594.4784,2.15,383224,367028,374731
148,ORCHPHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,146.65,92,95,54,15,1079.15,50140905964.7406,-3.63,61832,242248,214468
149,POWERINDIA,Industrials,Electrical Equipment & Parts,146.63,92,94,97,92,36050.0,1384863318410.0,-7.05,162985,166610,163132
150,AZAD,Industrials,Specialty Industrial Machinery,146.57,92,93,91,64,2549.7,157514871177.0,0.78,549994,656153,580963
151,ATLANTAELE,Industrials,Electrical Equipment & Parts,146.45,92,97,99,73,1607.3,122250258179.71802,-25.33,87419,117736,100707
152,BELRISE,Consumer Cyclical,Auto Parts,146.22,92,92,95,97,252.77,220762091718.21582,0.31,4445087,4940620,4958994
153,UNIMECH,Industrials,Aerospace & Defense,146.14,92,80,50,62,1452.3,62986132330.524536,9.77,319333,213943,197027
154,GRANULES,Healthcare,Drug Manufacturers - Specialty & Generic,146.14,92,94,95,79,855.15,206551120474.68524,-6.03,800025,1209923,1082243
155,ASKAUTOLTD,Consumer Cyclical,Auto Parts,146.11,92,54,66,60,655.6,100404723773.47412,13.33,3204075,1276006,811818
156,WHEELS,Consumer Cyclical,Auto Parts,146.09,92,96,99,85,1411.7,35225072207.381836,-21.92,95970,162978,148402
157,OFSS,Technology,Software - Infrastructure,146.03,92,93,90,21,11890.0,927528332520.0,-0.74,251781,391500,355399
158,CHENNPETRO,Energy,Oil & Gas Refining & Marketing,145.67,92,90,89,90,1240.1,180897575991.06445,-8.41,1706739,1790039,1534633
159,SPAL,Consumer Cyclical,Apparel Manufacturing,145.09,92,94,70,49,1067.95,25209271565.52887,-12.6,89100,178130,352306
160,PREMIERPOL,Basic Materials,Specialty Chemicals,144.63,91,84,75,79,70.55,8306078587.148666,-17.44,230027,546355,374292
161,VARROC,Consumer Cyclical,Auto Parts,144.47,91,77,63,66,825.95,98211772571.25,18.89,1978780,766993,506290
162,GHCLTEXTIL,Consumer Cyclical,Textile Manufacturing,144.18,91,89,76,64,120.86,11070745705.349533,1.36,2059338,1241066,937324
163,NITINSPIN,Consumer Cyclical,Textile Manufacturing,143.92,91,94,96,60,558.75,30088944686.279297,-3.75,149885,101664,126374
164,NEOGEN,Basic Materials,Specialty Chemicals,143.78,91,94,88,38,2182.8,56482918464.1958,-8.05,210599,162811,142994
165,DATAPATTNS,Industrials,Aerospace & Defense,143.6,91,91,94,81,4429.7,256658505880.5,-10.62,866384,964913,1127861
166,SJS,Consumer Cyclical,Auto Parts,143.54,91,91,92,97,2372.0,74751240807.90332,0.27,197323,124636,111412
167,OMAXAUTO,Consumer Cyclical,Auto Parts,143.38,91,99,99,87,201.43,4318901161.819946,-23.53,123849,74855,63951
168,SAREGAMA,Communication Services,Entertainment,143.27,91,81,61,12,530.05,95307886785.0,1.97,1395285,913427,1362482
169,FEDERALBNK,Financial Services,Banks - Regional,143.05,91,89,86,95,358.35,873987926282.2706,0.31,5141576,7218472,7621098
170,STOVEKRAFT,Consumer Cyclical,"Furnishings, Fixtures & Appliances",142.88,91,88,52,19,808.85,25605202869.684204,-2.31,611325,293267,256562
171,BALAMINES,Basic Materials,Specialty Chemicals,142.79,91,97,95,20,2046.1,70455974500.0,-16.27,290195,338150,421979
172,WABAG,Industrials,Engineering & Construction,142.75,91,95,60,46,1973.7,127406508139.47266,-12.42,508481,772317,800766
173,DCI,Technology,Electronics & Computer Distribution,142.59,91,59,83,56,351.5,4720740100.097656,-26.0,52675,28577,21882
174,INDNIPPON,Consumer Cyclical,Auto Parts,142.26,91,92,61,77,1124.3,27100465952.0,-12.04,49405,80131,64988
175,SCHNEIDER,Industrials,Electrical Equipment & Parts,142.11,91,96,98,81,1424.9,323412111903.49915,-7.95,273691,364853,495643
176,TATVA,Basic Materials,Specialty Chemicals,141.97,91,80,83,87,1775.6,40290476103.09509,-0.53,97950,263654,171713
177,GLAND,Healthcare,Drug Manufacturers - Specialty & Generic,141.82,91,90,73,78,2647.3,392571059278.272,2.87,514122,573252,620043
178,NDLVENTURE,Communication Services,Entertainment,140.9,91,92,97,94,129.37,4210972840.053894,-7.59,16924,13959,16934
179,EMMVEE,Technology,Solar,140.86,91,93,85,58,323.8,229166205923.0,-12.85,1866318,3208254,3231411
180,BUILDPRO,Consumer Cyclical,Home Improvement Retail,140.8,90,91,94,76,1273.2,29977015617.15088,-6.73,139508,146257,102196
181,PARACABLES,Technology,Communication Equipment,140.53,90,95,89,8,67.37,20171040915.988876,-11.0,1595469,1672297,2520513
182,CARYSIL,Consumer Cyclical,"Furnishings, Fixtures & Appliances",140.35,90,89,74,89,1251.7,32017840185.40088,-2.28,101838,122084,144545
183,THYROCARE,Healthcare,Diagnostics & Research,140.12,90,87,79,77,622.1,89806984146.75,4.1,498948,942832,738479
184,TALBROAUTO,Consumer Cyclical,Auto Parts,139.98,90,93,82,75,422.05,24182002762.5,-2.98,291565,242367,297597
185,PRECOT,Consumer Cyclical,Textile Manufacturing,139.94,90,97,93,74,771.7,9885000000.0,-11.98,7063,7043,6730
186,SPARC,Healthcare,Drug Manufacturers - Specialty & Generic,139.81,90,97,84,55,207.38,70171301586.73419,-28.24,1096361,2119059,2615906
187,ACMESOLAR,Utilities,Utilities - Renewable,139.25,90,92,82,51,365.8,258396729829.96088,-8.24,2429682,2069655,2456952
188,TATATECH,Technology,Information Technology Services,139.06,90,80,56,35,879.15,288702851130.0,12.14,3660898,2033718,1778232
189,SEAMECLTD,Industrials,Marine Shipping,138.98,90,85,97,98,1533.8,35625221786.60156,-10.26,46015,42762,62242
190,JINDALSAW,Basic Materials,Steel,138.94,90,89,84,63,279.05,162816550244.6303,0.04,1273691,1767957,2048356
191,ALIVUS,Healthcare,Drug Manufacturers - Specialty & Generic,138.91,90,77,78,43,1374.5,135160674144.46289,15.13,254634,161962,133002
192,TINNARUBR,Basic Materials,Specialty Chemicals,138.86,90,83,24,31,1120.8,19796614139.612183,-15.22,98178,220405,164652
193,STYL,Technology,Software - Infrastructure,138.75,90,81,12,8,413.2,62206251780.868774,-5.54,197680,281466,252352
194,KRN,Technology,Electronic Components,138.72,90,88,96,36,1226.4,84290889225.98486,-12.71,56394,81555,106650
195,VISAKAIND,Industrials,Building Products & Equipment,138.63,90,75,76,34,103.52,6899419954.156799,13.26,2152292,863111,570951
196,LLOYDSME,Basic Materials,Steel,138.6,90,85,92,55,2052.8,1091876889919.5,5.27,580754,553182,509070
197,STEELCAS,Basic Materials,Steel,138.6,90,84,92,85,332.55,31032979382.32422,-3.33,134186,105150,251517
198,MARKSANS,Healthcare,Drug Manufacturers - General,138.49,90,93,67,36,271.45,111614232022.746,-3.6,1048691,1663479,2083954
199,MINDACORP,Consumer Cyclical,Auto Parts,137.89,89,85,59,81,736.1,159209891119.008,3.15,335657,330113,425830
200,MANAKALUCO,Basic Materials,Aluminum,137.88,89,80,80,79,44.59,2308764551.5008926,-34.54,290535,168789,165753
201,KALYANKJIL,Consumer Cyclical,Luxury Goods,137.78,89,63,6,28,600.25,592328133118.158,-2.56,27990657,38441254,26102964
202,RHETAN,Basic Materials,Steel,137.68,89,74,81,86,33.76,22591406553.98369,2.27,11749107,7880207,8127258
203,GOCLCORP,Basic Materials,Specialty Chemicals,137.59,89,88,67,37,428.2,19657970304.367065,-6.89,248055,123983,165660
204,BHARATFORG,Consumer Cyclical,Auto Parts,137.56,89,93,93,95,2093.1,1028655547299.543,-6.47,1184027,964991,1149438
205,NAHARSPING,Consumer Cyclical,Textile Manufacturing,137.55,89,79,88,48,307.1,11221718808.32486,5.25,95926,39373,28859
206,GUFICBIO,Healthcare,Drug Manufacturers - Specialty & Generic,137.45,89,80,25,43,433.0,37992028010.17584,-3.35,85194,404180,304790
207,GABRIEL,Consumer Cyclical,Auto Parts,137.38,89,80,83,93,1469.8,241653136360.5,-3.3,486254,736256,637887
208,ABB,Industrials,Specialty Industrial Machinery,137.33,89,78,85,81,7649.5,1562930219812.5,-3.47,430541,428971,366484
209,ARFIN,Basic Materials,Aluminum,137.15,89,93,98,99,87.15,15520780758.749893,-17.94,1501370,2006710,2210194
210,SHIVAUM,Basic Materials,Steel,137.05,89,88,83,80,428.2,5321156500.0,-9.66,8011,26090,15673
211,KECL,Industrials,Specialty Industrial Machinery,137.0,89,40,71,21,150.17,9120644492.037796,1.47,504248,229268,150843
212,ATALREAL,Industrials,Engineering & Construction,136.96,89,82,94,96,34.57,3895298166.167736,5.72,10421466,8660508,8500805
213,DEEPINDS,Energy,Oil & Gas E&P,136.9,89,55,68,17,647.95,30694400390.625,12.1,1444732,594270,482596
214,PRICOLLTD,Consumer Cyclical,Auto Parts,136.88,89,74,83,92,732.8,76626899280.41125,5.56,886416,665970,590658
215,J&KBANK,Financial Services,Banks - Regional,136.79,89,97,90,67,155.15,190031065705.21124,-23.1,8362148,7031190,5834078
