Rank,Ticker,Sector,Industry,Relative Strength,Percentile,1M_RS_Percentile,3M_RS_Percentile,6M_RS_Percentile,Price,MarketCap,PctFrom52WkHigh,AvgVol10,AvgVol30,AvgVol50
1580,VINNY,Consumer Cyclical,Textile Manufacturing,85.26,20,24,39,48,1.04,497813909.9431565,-32.03,274684,309397,409557
1581,GHCL,Basic Materials,Chemicals,85.21,20,14,27,28,434.45,39984004547.349976,-34.88,171166,145660,224468
1582,TNTELE,Technology,Communication Equipment,85.2,20,8,32,14,9.22,417524355.6833267,-55.0,34555,26595,23383
1583,LORDSCHLO,Basic Materials,Chemicals,85.2,20,17,37,21,142.43,4270858069.494644,-38.87,43055,24668,19203
1584,JWL,Industrials,Railroads,85.19,20,18,27,43,257.4,105368170712.18092,-30.96,1910313,1213981,1271649
1585,PROZONER,Real Estate,Real Estate - Diversified,85.18,19,19,74,94,42.94,6684006158.97324,-40.99,138606,268568,221038
1586,SIGNATURE,Real Estate,Real Estate - Development,85.18,19,26,22,34,824.65,108096104642.38257,-30.54,267741,597335,464207
1587,PNCINFRA,Industrials,Engineering & Construction,85.17,19,57,30,15,210.4,61110196217.01988,-35.26,868278,621059,635609
1588,AMBUJACEM,Basic Materials,Building Materials,85.17,19,19,14,60,430.85,1056420011461.7795,-31.04,3389247,2683016,2925425
1589,SURAJEST,Real Estate,Real Estate - Development,85.16,19,12,21,10,208.47,9280412351.704529,-40.33,59761,65328,83279
1590,ZENSARTECH,Technology,Information Technology Services,85.12,19,7,5,14,498.85,114714156662.51175,-42.59,2098453,8717291,5570520
1591,ANNAPURNA,n/a,n/a,85.09,19,1,1,8,162.75,5299867000.0,-43.29,122475,62500,62900
1592,GRINFRA,Industrials,Engineering & Construction,85.09,19,29,34,34,885.2,84167143788.3324,-34.19,76044,36984,39946
1593,MALLCOM,Industrials,Security & Protection Services,85.03,19,28,21,56,1005.25,6482736152.34375,-33.87,1878,2502,4022
1594,HBSL,Financial Services,Capital Markets,84.95,19,5,14,14,58.17,360452082.5,-46.53,7284,4142,3231
1595,DABUR,Consumer Defensive,Household & Personal Products,84.94,19,41,46,70,414.2,750736672256.2922,-28.21,2910403,2334477,2126530
1596,VMSTMT,Basic Materials,Steel,84.94,19,13,7,2,48.23,2393713235.580635,-54.07,50030,34882,27708
1597,ICICIPRULI,Financial Services,Insurance - Life,84.94,19,22,22,75,499.75,725673593174.526,-29.29,1713467,1959012,1825803
1598,TRF,Industrials,Specialty Industrial Machinery,84.92,19,12,9,19,234.55,2563587893.4021606,-42.09,34549,36135,29596
1599,AMJLAND,Real Estate,Real Estate - Development,84.92,19,8,19,11,38.16,1557590068.8171387,-38.7,18883,12019,11478
1600,VMM,Consumer Cyclical,Department Stores,84.91,19,33,48,54,108.6,506092709646.17267,-31.09,8120234,10134394,10498048
1601,DCW,Basic Materials,Chemicals,84.88,19,21,8,7,46.92,13645016300.798756,-42.29,743149,1014259,1146014
1602,LASA,Healthcare,Drug Manufacturers - Specialty & Generic,84.87,19,10,9,5,7.7,347702601.5268159,-45.31,45520,33318,32317
1603,IRIS,Technology,Software - Application,84.86,19,32,18,6,238.2,5028936391.5,-38.62,31705,28532,46826
1604,SANOFI,Healthcare,Drug Manufacturers - General,84.83,19,15,5,22,3327.0,78048472646.71582,-43.84,35766,26358,24923
1605,DBREALTY,Real Estate,Real Estate - Development,84.81,18,22,16,20,116.71,61926578910.19356,-37.72,346036,381781,583020
1606,EPIGRAL,Basic Materials,Chemicals,84.78,18,4,41,1,1126.6,50160431586.089355,-46.71,117187,123162,84349
1607,ORIENTTECH,Technology,Information Technology Services,84.78,18,11,20,49,259.05,11853654886.564575,-44.5,259207,1548070,968240
1608,ITC,Consumer Defensive,Tobacco,84.74,18,19,29,19,282.65,3551477923024.56,-33.81,16676961,15431873,14562786
1609,KCP,Basic Materials,Building Materials,84.73,18,43,27,52,152.12,20967737383.71277,-29.31,198894,137483,137714
1610,3PLAND,n/a,n/a,84.67,18,12,19,18,31.5,,-40.45,2851,3426,3426
1611,EXXARO,Industrials,Building Products & Equipment,84.61,18,25,40,50,6.22,2926065960.9326363,-39.79,270230,260443,1336727
1612,BPL,Technology,Consumer Electronics,84.6,18,32,20,14,53.51,2633915828.9951477,-41.38,39704,74551,70975
1613,ASIANTILES,Industrials,Building Products & Equipment,84.59,18,5,62,86,53.84,15852533850.858307,-31.9,26987128,14146739,9553340
1614,HINDCON,Basic Materials,Specialty Chemicals,84.58,18,9,23,4,22.16,1063229304.6832085,-41.3,23988,16216,16122
1615,KRSNAA,Healthcare,Diagnostics & Research,84.58,18,12,17,36,567.6,17672588109.620117,-36.54,79485,60501,57877
1616,PENIND,Industrials,Specialty Industrial Machinery,84.57,18,31,9,52,161.49,21974643761.852142,-42.3,268986,444305,420909
1617,COMPUSOFT,Consumer Defensive,Education & Training Services,84.53,18,14,16,16,13.2,1054738750.0032272,-42.48,24190,22800,22286
1618,TATACHEM,Basic Materials,Chemicals,84.52,18,35,50,22,668.9,174597208907.6643,-34.85,758508,575854,752363
1619,GOCOLORS,Consumer Cyclical,Apparel Retail,84.51,18,13,0,0,329.25,17048987892.57959,-62.37,453634,682755,1462987
1620,HDFCBANK,Financial Services,Banks - Regional,84.48,18,38,18,63,731.0,11442850486324.809,-28.37,30996650,32586787,33123660
1621,GANGESSECU,Consumer Defensive,Packaged Foods,84.46,18,21,49,30,116.86,1162828555.509819,-34.4,1912,1843,1651
1622,ALLTIME,Consumer Defensive,Household & Personal Products,84.46,18,44,32,48,218.93,14468702606.997803,-34.63,52670,58499,99453
1623,CCHHL,Consumer Cyclical,Lodging,84.43,18,22,38,34,12.56,2082540686.4858913,-37.17,18840,22761,26184
1624,EMAMILTD,Consumer Defensive,Household & Personal Products,84.41,18,25,17,44,409.5,178048347335.81543,-35.43,719779,663698,642183
1625,GUJAPOLLO,Industrials,Specialty Industrial Machinery,84.4,17,23,58,76,357.9,4725619579.162598,-35.63,7799,10308,10016
1626,NCC,Industrials,Engineering & Construction,84.38,17,18,35,14,146.45,86071486449.67712,-35.18,2028057,1666252,1863625
1627,URJA,Technology,Solar,84.37,17,14,43,12,9.67,5137439468.790054,-35.1,1308131,1017092,1190683
1628,SMLT,Industrials,Metal Fabrication,84.36,17,12,9,23,70.5,914338415.0333405,-43.41,5551,5358,6461
1629,EUREKAFORB,Consumer Cyclical,"Furnishings, Fixtures & Appliances",84.34,17,17,51,47,447.8,83623969353.32812,-32.99,169305,156884,146924
1630,AJMERA,Real Estate,Real Estate - Development,84.34,17,22,12,13,123.04,24121242760.442734,-44.43,462466,433879,835024
1631,DUCON,Industrials,Specialty Industrial Machinery,84.31,17,4,5,5,3.37,978026013.7712681,-47.75,266225,244753,302568
1632,CYIENT,Industrials,Conglomerates,84.26,17,8,12,26,855.0,87441184612.06458,-33.45,525476,468240,504958
1633,PILITA,Consumer Cyclical,"Furnishings, Fixtures & Appliances",84.21,17,42,8,4,8.53,1966949973.1063843,-46.35,43502,76393,76301
1634,MHRIL,Consumer Cyclical,Resorts & Casinos,84.2,17,9,6,41,230.31,44136964096.237366,-37.57,162547,175779,411290
1635,MONTECARLO,Consumer Cyclical,Apparel Manufacturing,84.19,17,36,59,48,505.65,11135191068.246094,-41.27,109391,56443,46915
1636,BIGBLOC,Industrials,Building Products & Equipment,84.17,17,20,68,60,46.93,6760242062.5,-41.34,55185,53048,83028
1637,GODAVARIB,Basic Materials,Chemicals,84.13,17,40,86,89,240.1,14272979672.946625,-31.98,111893,110613,127494
1638,NESCO,Industrials,Conglomerates,84.11,17,32,70,78,1045.4,74398673484.21387,-36.21,57013,62696,56801
1639,ORIENTPPR,Basic Materials,Paper & Paper Products,84.06,17,5,5,12,17.52,3730221108.971531,-43.28,363370,282928,233533
1640,JUNIPER,Consumer Cyclical,Lodging,84.0,17,13,9,47,196.13,42958536908.53613,-37.53,278822,191930,181940
1641,JARO,Consumer Defensive,Education & Training Services,83.99,17,54,18,7,456.8,10594023367.75531,-48.67,98352,107584,124855
1642,SCILAL,Real Estate,Real Estate Services,83.99,17,32,59,44,41.01,19251473936.20346,-25.44,255714,209092,253414
1643,UNIINFO,Communication Services,Telecom Services,83.99,17,14,11,20,12.23,132594683.92089844,-43.85,1298,2319,3338
1644,LFIC,Financial Services,Asset Management,83.99,17,31,26,6,139.72,429900009.15527344,-42.0,1084,921,1292
1645,ISGEC,Industrials,Specialty Industrial Machinery,83.98,16,36,80,44,807.55,62911846960.84595,-29.86,24033,29964,36068
1646,DAVANGERE,Consumer Defensive,Confectioners,83.98,16,39,60,84,3.08,4890568638.25964,-44.0,5551040,7535985,7732100
1647,EPACK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",83.96,16,15,15,15,231.28,22572314554.688416,-44.26,336114,528445,1174458
1648,NAGREEKEXP,Consumer Cyclical,Textile Manufacturing,83.91,16,34,59,59,22.22,723107625.9269714,-44.45,19940,14166,11754
1649,SHEKHAWATI,Consumer Cyclical,Textile Manufacturing,83.84,16,15,14,3,13.77,435356103.94477844,-46.52,23356,19671,16612
1650,EMBDL,Real Estate,Real Estate - Diversified,83.82,16,50,31,3,65.28,85083945161.31638,-42.6,1971108,2379454,2582132
1651,IRCON,Industrials,Engineering & Construction,83.82,16,15,35,40,130.01,118570819054.77737,-31.39,1347283,1334194,1512170
1652,LEMONTREE,Consumer Cyclical,Lodging,83.76,16,26,14,39,107.94,86596456534.58543,-40.26,3200600,2992837,3560026
1653,JAIPURKURT,Consumer Cyclical,Apparel Manufacturing,83.74,16,17,13,59,29.33,466235982.0108681,-38.25,74598,32029,26160
1654,KARMAENG,Utilities,Utilities - Renewable,83.59,16,12,71,32,41.71,441739472.77085876,-43.41,8767,6243,6176
1655,DCMSHRIRAM,Industrials,Conglomerates,83.57,16,24,56,60,1016.0,155752970030.88245,-30.41,348368,166758,117038
1656,KSR,Consumer Cyclical,Footwear & Accessories,83.55,16,26,87,70,27.29,542529845.0529556,-30.2,13617,14084,16395
1657,ARIHANTSUP,Real Estate,Real Estate - Development,83.53,16,18,17,8,261.9,11357447900.576996,-43.68,14406,20799,21901
1658,TEXRAIL,Industrials,Railroads,83.53,16,42,28,19,107.35,44787652830.75128,-30.25,1530152,2404718,2291569
1659,WEIZMANIND,Consumer Cyclical,Textile Manufacturing,83.51,16,17,25,21,78.98,1195970473.706787,-35.53,1541,2473,2946
1660,MONEYBOXX,Financial Services,Credit Services,83.49,16,25,66,22,61.05,4186457809.2163086,-33.28,13569,38257,35318
1661,BRNL,Industrials,Infrastructure Operations,83.48,16,22,52,24,17.67,1516136955.165863,-33.32,32203,29058,33218
1662,KOHINOOR,Consumer Defensive,Packaged Foods,83.45,16,24,20,18,23.17,849679470.4283333,-36.1,57781,91216,98754
1663,RUCHINFRA,Industrials,Specialty Business Services,83.42,16,27,52,21,5.61,1413789348.558178,-32.0,54386,54095,57748
1664,ARCHIES,Consumer Cyclical,Specialty Retail,83.37,16,11,22,32,13.92,464475000.0,-42.9,8693,14111,13612
1665,SAFARI,Consumer Cyclical,Footwear & Accessories,83.36,15,26,4,36,1503.6,75399254630.08044,-40.03,59897,49418,80828
1666,RADIANTCMS,Industrials,Specialty Business Services,83.34,15,10,15,8,38.56,3940723001.1446686,-38.21,106202,118146,119495
1667,TEAMLEASE,Industrials,Staffing & Employment Services,83.23,15,36,26,11,1253.5,22022955313.041992,-40.31,43958,42672,36527
1668,HINDWAREAP,Consumer Cyclical,"Furnishings, Fixtures & Appliances",83.21,15,51,28,45,214.84,17724662537.763153,-45.29,77635,129311,392642
1669,DIGISPICE,Financial Services,Financial Conglomerates,83.15,15,43,50,40,17.79,3615094531.874834,-49.89,96489,84533,91421
1670,CMSINFO,Industrials,Specialty Business Services,83.14,15,7,23,18,279.35,43841368391.550446,-43.1,626028,636566,534606
1671,PRABHA,Energy,Oil & Gas E&P,83.1,15,10,34,12,157.56,20499670359.00093,-43.32,40495,33809,33195
1672,BATAINDIA,Consumer Cyclical,Footwear & Accessories,83.08,15,6,3,12,712.85,88677577791.9397,-44.42,464532,325530,579558
1673,LIBAS,Consumer Cyclical,Apparel Manufacturing,83.07,15,37,72,41,9.94,264499582.19503403,-30.49,25589,23919,26015
1674,AMRUTANJAN,Healthcare,Drug Manufacturers - Specialty & Generic,83.03,15,27,22,53,527.35,14710141229.0,-33.33,31045,53818,46426
1675,INDIAMART,Communication Services,Internet Content & Information,83.0,15,28,26,54,1782.7,105838022162.6289,-33.61,147717,135613,120557
1676,BAJAJELEC,Consumer Cyclical,"Furnishings, Fixtures & Appliances",82.99,15,3,22,3,363.1,37952681019.79843,-44.46,1668807,644078,469059
1677,KAMATHOTEL,Consumer Cyclical,Lodging,82.93,15,28,7,15,167.26,4985374993.913208,-49.28,24780,33482,44728
1678,SHANTI,Consumer Defensive,Farm Products,82.85,15,5,7,2,6.72,78519421.90647125,-47.87,20070,30692,27656
1679,CSBBANK,Financial Services,Banks - Regional,82.77,15,21,36,76,325.1,57774908373.8909,-43.4,379729,533175,489251
1680,SHAH,Basic Materials,Steel,82.76,15,59,94,91,3.91,4336675262.791782,-33.5,8464763,7705689,8428890
1681,EASEMYTRIP,Consumer Cyclical,Travel Services,82.76,15,19,54,8,6.54,24839706996.57012,-38.3,18689249,21759731,40387704
1682,VENTIVE,Consumer Cyclical,Lodging,82.7,15,32,31,70,593.45,144270328959.75,-25.73,23171,18822,29492
1683,UPL,Basic Materials,Agricultural Inputs,82.68,15,24,39,78,567.0,509241454317.7602,-30.19,2398923,2221515,2219446
1684,RKDL,Consumer Defensive,Beverages - Wineries & Distilleries,82.64,14,11,37,14,19.06,477839996.3378906,-41.32,9887,11862,16075
1685,NAGREEKCAP,Financial Services,Asset Management,82.59,14,36,64,72,23.18,286745763.22517395,-45.78,6616,5286,11714
1686,JISLDVREQS,Industrials,Conglomerates,82.58,14,20,34,31,20.8,15609098644.941519,-41.38,83659,38161,40717
1687,GLOBALVECT,Industrials,Airports & Air Services,82.52,14,12,21,26,158.82,2085299957.2753906,-35.96,39489,17440,14533
1688,PNC,Communication Services,Entertainment,82.52,14,12,4,34,19.47,279936455.51872253,-52.09,10702,16350,14175
1689,AIRAN,Technology,Information Technology Services,82.34,14,10,30,29,15.07,1879050566.6160583,-48.41,42011,46548,58611
1690,LATENTVIEW,Industrials,Consulting Services,82.33,14,14,7,42,297.8,61260137803.0603,-42.45,1376139,1352400,1112172
1691,CUBEXTUB,Basic Materials,Copper,82.31,14,17,77,93,81.34,1102417854.6613693,-43.39,37578,44994,50544
1692,PINELABS,Technology,Software - Infrastructure,82.29,14,3,3,27,161.94,168082505857.52274,-42.98,33920881,19642089,24148714
1693,LOYALTEX,Consumer Cyclical,Textile Manufacturing,82.26,14,21,20,46,214.0,987612266.9986267,-43.61,394,395,310
1694,DAMCAPITAL,Financial Services,Capital Markets,82.25,14,9,14,5,151.0,11159906025.146484,-47.2,271837,530177,425637
1695,CAPACITE,Industrials,Engineering & Construction,82.24,14,27,13,24,210.5,17999510148.25,-36.98,558122,616627,585725
1696,SUNCLAY,Industrials,Metal Fabrication,82.23,14,33,57,23,1234.5,30053326961.927246,-38.28,18016,10035,8289
1697,TREEHOUSE,Consumer Defensive,Education & Training Services,82.23,14,18,62,60,6.23,268673093.3649349,-43.36,11983,24909,22629
1698,GLOBE,Consumer Cyclical,Textile Manufacturing,82.21,14,22,56,67,2.03,963896253.5708113,-38.3,370657,260462,264166
1699,PRSMJOHNSN,Basic Materials,Building Materials,82.14,14,14,57,43,109.0,54372576081.86539,-38.07,5406658,1886693,1226985
1700,GODIGIT,Financial Services,Insurance - Property & Casualty,82.11,14,41,51,66,268.4,236856663027.58856,-29.63,1613065,1162293,1150863
1701,TTML,Communication Services,Telecom Services,82.09,14,16,20,12,39.02,76985055977.34808,-37.04,1616070,2008288,4166552
1702,VISHWARAJ,Consumer Defensive,Confectioners,82.07,14,8,9,3,5.4,1130525775.464201,-47.06,191042,174779,218680
1703,PRAKASHSTL,Basic Materials,Steel,81.95,14,11,26,24,3.96,701751603.9544106,-39.73,105638,94308,109726
1704,VAKRANGEE,Technology,Information Technology Services,81.91,13,9,18,7,6.02,6293344336.689268,-40.69,1056510,1225659,1279058
1705,NILAINFRA,Real Estate,Real Estate - Development,81.87,13,8,35,18,7.42,2883269011.6155624,-38.98,187216,168019,210358
1706,TFL,Financial Services,Mortgage Finance,81.82,13,13,26,56,10.92,573759571.1299362,-40.97,14492,10838,20194
1707,ADSL,Technology,Information Technology Services,81.79,13,18,22,3,115.36,6692079015.346436,-44.94,143188,175971,322618
1708,INNOVANA,Technology,Software - Application,81.77,13,6,43,50,338.25,7114271126.098633,-40.11,1981,4873,11726
1709,UNIECOM,Technology,Software - Application,81.77,13,11,7,14,84.39,9482554309.081383,-45.83,176495,460892,1292300
1710,TRIGYN,Technology,Information Technology Services,81.74,13,13,16,15,53.95,1677822612.0,-47.31,39057,38366,33411
1711,APCL,Basic Materials,Building Materials,81.73,13,15,32,74,102.85,3024719484.937866,-33.65,5549,6793,7420
1712,SCHAND,Communication Services,Publishing,81.71,13,24,46,42,141.63,5209350122.59375,-37.88,25436,25210,33285
1713,SHRADHA,Real Estate,Real Estate - Development,81.71,13,3,9,7,33.74,2039926245.9023285,-51.45,29061,131310,100293
1714,ENIL,Communication Services,Broadcasting,81.67,13,17,45,16,101.49,5035425805.519295,-41.87,26200,40851,31688
1715,SBGLP,Real Estate,Real Estate - Development,81.57,13,4,11,11,25.2,4234829478.0306244,-44.33,13895,26183,39160
1716,VASCONEQ,Industrials,Engineering & Construction,81.52,13,2,6,22,34.48,7988916281.21748,-53.77,332016,206960,242925
1717,AWHCL,Industrials,Waste Management,81.52,13,24,34,52,417.35,12296286372.233002,-34.36,103718,87402,125643
1718,BIRLACORPN,Basic Materials,Building Materials,81.49,13,27,34,38,897.5,73663313060.18665,-41.54,145377,117409,99502
1719,TATAELXSI,Technology,Software - Application,81.49,13,6,13,33,3808.0,220415846818.0,-38.28,358161,511859,417801
1720,HMAAGRO,Consumer Defensive,Packaged Foods,81.48,13,16,22,60,22.09,10686426968.211403,-35.48,1092289,527062,583338
1721,HEADSUP,Consumer Cyclical,Apparel Retail,81.46,13,15,12,31,7.02,157007352.9383464,-45.79,18172,18352,24144
1722,SUNTECK,Real Estate,Real Estate - Development,81.44,13,18,8,60,298.55,44970370156.25,-36.88,166627,424833,380479
1723,AROGRANITE,Industrials,Building Products & Equipment,81.42,13,16,15,23,24.77,382653003.5018921,-45.72,13525,9011,7787
1724,WAKEFIT,Consumer Cyclical,"Furnishings, Fixtures & Appliances",81.38,12,7,5,83,127.17,42973720219.4559,-43.23,2009115,5838921,4021793
1725,RHL,Consumer Cyclical,Lodging,81.37,12,16,22,26,169.44,2893592345.315918,-45.32,4545,14198,11541
1726,SUMMITSEC,Financial Services,Capital Markets,81.34,12,18,14,37,1466.8,16231918540.111816,-41.21,6813,3981,3362
1727,ALANKIT,Technology,Information Technology Services,81.34,12,6,13,6,8.43,2158418486.3438606,-46.81,108350,106721,122025
1728,ORIENTCEM,Basic Materials,Building Materials,81.34,12,13,3,6,137.27,27490531634.413773,-48.74,291758,260895,228797
1729,TRANSRAILL,Industrials,Engineering & Construction,81.26,12,17,29,49,479.0,64805384906.36749,-44.03,366976,318844,429823
1730,UNIENTER,Basic Materials,Chemicals,81.18,12,21,9,13,96.8,6834270347.769203,-40.62,8397,16552,11714
1731,NILASPACES,Real Estate,Real Estate - Development,81.16,12,25,52,75,11.93,4683342723.231125,-41.72,556656,375941,398743
1732,DANGEE,Consumer Cyclical,Restaurants,81.14,12,20,36,23,2.98,454226257.34210014,-41.34,60224,51545,58433
1733,KALPATARU,Real Estate,Real Estate - Development,81.03,12,17,43,42,287.2,54847350727.39871,-33.1,415753,218181,163200
1734,INTERARCH,Industrials,Engineering & Construction,81.0,12,32,34,62,1697.0,30177595921.838135,-38.57,65351,46664,52686
1735,OSWALSEEDS,Basic Materials,Agricultural Inputs,80.96,12,11,37,64,10.49,917444075.5748749,-48.27,42162,44855,49709
1736,ZENITHSTL,Basic Materials,Steel,80.91,12,11,42,5,5.32,829495000.9848633,-48.5,80326,84937,94583
1737,GREENPOWER,Utilities,Utilities - Independent Power Producers,80.89,12,20,49,12,9.79,11765507326.83675,-34.91,1544564,2037779,2249406
1738,HIMATSEIDE,Consumer Cyclical,Textile Manufacturing,80.88,12,16,1,22,79.14,10124768688.171486,-49.74,376680,650690,969972
1739,KPIGREEN,Utilities,Utilities - Renewable,80.82,12,31,51,38,369.25,77131604326.58789,-33.11,457188,472108,527534
1740,PIIND,Basic Materials,Agricultural Inputs,80.79,12,7,38,36,2751.6,414339807622.87354,-36.45,159069,200264,266888
1741,THEINVEST,Financial Services,Capital Markets,80.78,12,16,16,7,99.31,4973981432.740822,-42.9,6473,7599,8188
1742,JYOTHYLAB,Consumer Defensive,Household & Personal Products,80.78,12,7,10,11,205.44,72917788138.8294,-41.75,573323,603048,650257
1743,MBLINFRA,Industrials,Engineering & Construction,80.75,12,13,8,5,24.81,3786605427.8121033,-52.72,29487,30083,66290
1744,AJOONI,Consumer Defensive,Packaged Foods,80.66,11,12,17,48,3.84,694141736.078145,-35.35,255744,393952,391993
1745,GREENPANEL,Basic Materials,Lumber & Wood Production,80.49,11,11,21,20,190.06,23819145878.4124,-43.3,141048,153363,162621
1746,ABLBL,Consumer Cyclical,Apparel Retail,80.45,11,8,20,19,91.55,114188138460.6071,-39.5,1043730,798124,994015
1747,ANMOL,Energy,Thermal Coal,80.38,11,11,27,19,10.43,577109500.5399227,-41.21,26907,26182,106618
1748,RUDRA,Basic Materials,Steel,80.27,11,8,36,6,17.98,1774078909.662506,-39.46,50376,30084,27828
1749,SHAKTIPUMP,Industrials,Specialty Industrial Machinery,80.22,11,25,4,20,510.4,68239074645.0,-44.5,440577,1221762,1193713
1750,WHIRLPOOL,Consumer Cyclical,"Furnishings, Fixtures & Appliances",80.01,11,14,17,14,802.75,97912698613.77057,-44.14,509462,387023,305583
1751,JAIBALAJI,Basic Materials,Steel,80.0,11,17,47,5,68.54,61011373132.826614,-37.53,470664,357894,344825
1752,SWANCORP,Industrials,Conglomerates,79.97,11,15,8,42,307.5,97265667899.422,-39.23,703155,856272,943722
1753,ATAM,Industrials,Specialty Industrial Machinery,79.96,11,20,32,17,65.04,755182408.5159302,-41.41,5664,6393,6583
1754,VSTL,Basic Materials,Steel,79.94,11,19,42,22,106.42,2107485903.4462433,-43.16,16911,11467,11227
1755,MTNL,Communication Services,Telecom Services,79.91,11,9,10,9,27.51,17079300384.521484,-43.63,529836,1031157,1352965
1756,TOLINS,Consumer Cyclical,Auto Parts,79.87,11,13,8,34,101.98,4057556823.1286163,-49.51,31462,65310,76741
1757,WSI,Industrials,Engineering & Construction,79.85,11,14,44,58,60.48,4729037368.806358,-38.85,72063,53867,44459
1758,SHREERAMA,Consumer Cyclical,Packaging & Containers,79.78,11,20,36,95,37.91,5362744481.631203,-47.34,65043,70344,77081
1759,IRFC,Financial Services,Credit Services,79.77,11,9,21,46,88.5,1145062531613.7236,-35.48,8940468,8645307,11402798
1760,NUCLEUS,Technology,Software - Application,79.74,11,18,22,45,699.95,19074000140.946167,-40.1,36513,30939,87631
1761,NIPPOBATRY,Industrials,Electrical Equipment & Parts,79.71,11,27,46,16,325.4,2447249908.4472656,-35.68,3024,2905,3120
1762,REPRO,Industrials,Specialty Business Services,79.68,11,19,15,20,354.3,5335031114.643005,-39.95,36664,17851,17681
1763,IPL,Basic Materials,Agricultural Inputs,79.66,11,34,44,58,143.71,17272222437.80841,-41.54,216187,304293,267750
1764,MHLXMIRU,Consumer Cyclical,Textile Manufacturing,79.65,10,4,28,44,155.03,1482378003.9463043,-36.63,26432,119244,101154
1765,GLOBALE,Consumer Cyclical,Textile Manufacturing,79.51,10,27,64,17,10.35,110875666.54355526,-32.79,1767,4770,5891
1766,PAVNAIND,Consumer Cyclical,Auto Parts,79.5,10,1,2,3,19.02,2245037721.2905884,-58.65,141718,75984,66616
1767,RAMAPHO,Basic Materials,Agricultural Inputs,79.5,10,24,42,79,120.25,4639160664.581604,-44.63,48378,35017,38094
1768,HDFCLIFE,Financial Services,Insurance - Life,79.48,10,15,21,61,540.0,1205532576829.4697,-33.74,4686020,4053009,3498190
1769,MEDIASSIST,Healthcare,Healthcare Plans,79.48,10,19,24,33,353.0,25402360460.21228,-40.58,165164,134595,124732
1770,EXCELSOFT,Technology,Software - Application,79.46,10,12,12,5,77.68,8559959802.231903,-45.52,766987,1064801,824497
1771,ANTGRAPHIC,Consumer Cyclical,Packaging & Containers,79.4,10,11,37,40,0.74,116257200.0,-40.8,162425,151495,152220
1772,SALZERELEC,Industrials,Electrical Equipment & Parts,79.31,10,21,48,14,571.05,10184372591.003723,-40.81,75955,47684,48516
1773,HAVISHA,Consumer Cyclical,Lodging,79.3,10,0,24,28,1.4,188849036.92846298,-42.15,107419,85966,80958
1774,HPAL,Basic Materials,Specialty Chemicals,79.22,10,19,18,25,33.54,3058510012.263832,-36.72,48245,41290,42593
1775,SAKUMA,Consumer Defensive,Farm Products,79.1,10,7,9,9,1.68,2602412890.071745,-45.81,749359,677672,769742
1776,AKSHAR,Consumer Cyclical,Textile Manufacturing,79.1,10,17,44,43,0.41,330736759.67390835,-46.05,1181157,777004,756405
1777,GEEKAYWIRE,Industrials,Electrical Equipment & Parts,78.97,10,18,31,9,22.96,2486530895.690918,-43.48,75811,69573,78863
1778,CAMLINFINE,Basic Materials,Specialty Chemicals,78.9,10,24,4,61,124.37,23909643304.596832,-55.71,493824,634463,1305714
1779,TOKYOPLAST,Consumer Cyclical,Packaging & Containers,78.89,10,29,12,29,80.0,772273780.4016113,-43.2,1054,1378,1720
1780,LCCINFOTEC,Consumer Defensive,Education & Training Services,78.86,10,37,63,76,3.7,554478887.4874592,-37.18,97935,67252,61306
1781,EFCIL,Real Estate,Real Estate Services,78.83,10,7,0,28,183.59,28893885890.095856,-48.57,335310,327180,514102
1782,MOKSH,Consumer Cyclical,Luxury Goods,78.83,10,30,38,55,10.55,897788959.3233871,-36.64,89003,127765,110164
1783,RAJMET,Basic Materials,Copper,78.82,9,17,43,29,3.32,928972770.9960938,-39.42,176565,216602,245272
1784,MITTAL,Consumer Cyclical,Textile Manufacturing,78.82,9,9,4,1,0.89,403949716.8917611,-51.1,388680,374755,453586
1785,SOMICONVEY,Industrials,Specialty Industrial Machinery,78.72,9,12,16,7,93.92,1183228070.394043,-44.56,11621,31226,36731
1786,RAMKY,Industrials,Engineering & Construction,78.72,9,8,33,30,401.3,25679300662.4498,-43.08,34136,48795,52568
1787,MEDPLUS,Healthcare,Pharmaceutical Retailers,78.68,9,51,81,79,686.3,86527821724.10889,-32.86,215692,264045,228861
1788,TOUCHWOOD,Communication Services,Advertising Agencies,78.6,9,8,15,53,67.89,745657053.4851837,-46.96,1736,1314,1854
1789,HGM,Technology,Information Technology Services,78.59,9,20,61,48,48.25,588563035.7944794,-41.44,7636,5108,8914
1790,AVONMORE,Financial Services,Capital Markets,78.56,9,1,2,12,11.09,2649714814.8704424,-53.6,360092,204830,192077
1791,BALAXI,Healthcare,Drug Manufacturers - Specialty & Generic,78.52,9,10,16,0,24.2,1346510891.304016,-53.9,29222,25433,26041
1792,PRAXIS,Consumer Cyclical,Specialty Retail,78.44,9,14,16,17,6.8,1218928086.96774,-52.91,158314,89097,92414
1793,GAYAHWS,Industrials,Infrastructure Operations,78.38,9,14,81,97,1.95,450545570.8572507,-59.03,283400,283370,251679
1794,DEVIT,Technology,Information Technology Services,78.25,9,9,16,2,26.7,1469402006.7791595,-47.53,115321,87737,70037
1795,DRCSYSTEMS,Technology,Information Technology Services,78.25,9,10,28,30,12.98,1932130613.3149338,-45.19,47497,50603,42561
